date,spy,score,gauge_pct,regime,model_prob,fwd_ret_3m,fwd_ret_6m,fwd_dd_3m,fwd_dd_6m,trap_10pct_3m,trap_10pct_6m
2020-03-20,209.78196716308594,2.5,25.0,Bear Market,20.0,0.3548873163760011,0.45731852390747907,-0.06989482013927661,-0.0719219806374588,False,False
2020-03-27,232.35556030273438,4.0,40.0,Bull Trap Risk,40.0,0.18921325635583797,0.3080981482768126,-0.06989482013927661,-0.0944045478005151,False,False
2020-04-03,227.56031799316406,4.0,40.0,Bull Trap Risk,40.0,0.28306992245158424,0.35642546266969566,-0.06989482013927661,-0.0944045478005151,False,False
2020-04-10,255.0758514404297,5.0,50.0,Bull Trap Risk,40.0,0.1466122012118336,0.24613620275975134,-0.06989482013927661,-0.0944045478005151,False,False
2020-04-17,262.8143310546875,6.0,60.0,Early Bull Market,65.0,0.12732242594549392,0.22253091652248624,-0.06989482013927661,-0.0944045478005151,False,False
2020-04-24,259.44940185546875,5.0,50.0,Bull Trap Risk,40.0,0.1389618094771854,0.22808745796986418,-0.06989482013927661,-0.0944045478005151,False,False
2020-05-01,259.2843322753906,6.0,60.0,Early Bull Market,65.0,0.15971885880194603,0.1766993333159923,-0.06989482013927661,-0.0944045478005151,False,False
2020-05-08,268.13226318359375,6.0,60.0,Early Bull Market,65.0,0.14909804717830033,0.20773277694300507,-0.06989482013927661,-0.0944045478005151,False,False
2020-05-15,262.48419189453125,4.0,40.0,Bull Trap Risk,40.0,0.18178829128707297,0.24418206918617913,-0.06989482013927661,-0.0944045478005151,False,False
2020-05-22,270.8829040527344,6.0,60.0,Early Bull Market,65.0,0.1541220313754923,0.2212051182188597,-0.06989482013927661,-0.0944045478005151,False,False
2020-05-29,279.0246887207031,5.5,55.0,Bull Trap Risk,40.0,0.14965469517332286,0.2017416229824498,-0.06989482013927661,-0.0944045478005151,False,False
2020-06-05,292.79620361328125,6.0,60.0,Early Bull Market,65.0,0.08633438902453583,0.15794468950775808,-0.06989482013927661,-0.0944045478005151,False,False
2020-06-12,278.9238586425781,6.0,60.0,Early Bull Market,65.0,0.10295535656942167,0.21566784397474903,-0.0684654758539841,-0.0944045478005151,False,False
2020-06-19,284.2309265136719,5.0,50.0,Bull Trap Risk,40.0,0.07560127421183394,0.2108933537434563,-0.0719219806374588,-0.0944045478005151,False,False
2020-06-26,276.3203125,4.0,40.0,Bull Trap Risk,40.0,0.09996936317820682,0.2399809640857813,-0.0944045478005151,-0.0944045478005151,False,False
2020-07-03,287.5370788574219,5.0,50.0,Bull Trap Risk,40.0,0.08378154778993663,0.20736859366069793,-0.0944045478005151,-0.0944045478005151,False,False
2020-07-10,292.47308349609375,6.0,60.0,Early Bull Market,65.0,0.08679831022444429,0.21042194512841417,-0.0944045478005151,-0.0944045478005151,False,False
2020-07-17,296.2764892578125,7.0,70.0,Early Bull Market,65.0,0.08445542143556684,0.1774583998908985,-0.0944045478005151,-0.0944045478005151,False,False
2020-07-24,295.5029602050781,7.0,70.0,Early Bull Market,65.0,0.07825165668512613,0.20784637801285766,-0.0944045478005151,-0.0944045478005151,False,False
2020-07-31,300.6969299316406,7.0,70.0,Early Bull Market,65.0,0.01464188875188932,0.16178541123084722,-0.0944045478005151,-0.0944045478005151,False,False
2020-08-07,308.1102600097656,7.0,70.0,Early Bull Market,65.0,0.05102674215545577,0.17686709903580144,-0.0944045478005151,-0.0944045478005151,False,False
2020-08-14,310.20074462890625,7.0,70.0,Early Bull Market,65.0,0.05279607046297086,0.17429410807525447,-0.0944045478005151,-0.0944045478005151,False,False
2020-08-21,312.6319274902344,7.0,70.0,Early Bull Market,65.0,0.058124777986793275,0.15090592125999924,-0.0944045478005151,-0.0944045478005151,False,False
2020-08-28,322.85406494140625,6.5,65.0,Early Bull Market,65.0,0.04149071742297816,0.11170512327774218,-0.0944045478005151,-0.0944045478005151,False,False
2020-09-04,315.4775695800781,5.5,55.0,Bull Trap Risk,40.0,0.08395523164101726,0.1395533127759534,-0.07346136988559315,-0.07346136988559315,False,False
2020-09-11,307.64056396484375,5.0,50.0,Bull Trap Risk,40.0,0.10219134141195219,0.19647167685471523,-0.07346136988559315,-0.07346136988559315,False,False
2020-09-18,305.7191467285156,5.0,50.0,Bull Trap Risk,40.0,0.12578274382462018,0.19629449764693963,-0.07346136988559315,-0.07346136988559315,False,False
2020-09-25,303.9438781738281,5.0,50.0,Bull Trap Risk,40.0,0.12728681870105052,0.21305925629990585,-0.07346136988559315,-0.07346136988559315,False,False
