Start_Date,Duration_Years,CAGR,MaxDD,Final_Equity_Factor
2007-12-01,18.743326488706366,0.13506596988522634,-0.26353588496909064,10.7467836226114
2008-01-01,18.663928815879533,0.13532223733898063,-0.26353588496909064,10.684145336599167
2008-02-01,18.581793292265573,0.1352381046645117,-0.26353588496909053,10.558798516073931
2008-03-01,18.496919917864478,0.13476180062732834,-0.26353588496909053,10.364968403200212
2008-04-01,18.417522245037645,0.13665457575278572,-0.26353588496909053,10.581304702718404
2008-05-01,18.33538672142368,0.13729838514627923,-0.26353588496909053,10.579841079875962
2008-06-01,18.247775496235455,0.13710491884306375,-0.26353588496909053,10.428832530257168
2008-07-01,18.168377823408623,0.13772009248452766,-0.26353588496909064,10.424922284321283
2008-08-01,18.083504449007528,0.1389845222995154,-0.26353588496909053,10.520594802371766
2008-09-01,17.9958932238193,0.14141276361716337,-0.26353588496909053,10.807696472460814
2008-10-01,17.916495550992472,0.14098928813032718,-0.26353588496909053,10.623923714123826
2008-11-01,17.82614647501711,0.14560367200805469,-0.26353588496909053,11.28121323388666
2008-12-01,17.749486652977414,0.14573732812803342,-0.26353588496909053,11.187409386229888
2009-01-01,17.661875427789184,0.14347869748684094,-0.26353588496909053,10.676208957774492
2009-02-01,17.57700205338809,0.14370399985599214,-0.26353588496909053,10.592024321911325
2009-03-01,17.50034223134839,0.14423489261906108,-0.26353588496909064,10.56904630154946
2009-04-01,17.418206707734427,0.14429736128851522,-0.26353588496909053,10.462671725354907
2009-05-01,17.336071184120467,0.14462531402157497,-0.26353588496909053,10.399008856201233
2009-06-01,17.251197809719372,0.14213869455073191,-0.26353588496909053,9.901915523683268
2009-07-01,17.169062286105408,0.14404817082969057,-0.26353588496909053,10.079384602182133
2009-08-01,17.078713210130047,0.13751439117034914,-0.26353588496909064,9.02966927441183
2009-09-01,16.999315537303218,0.13906210832831278,-0.26353588496909064,9.146757821041865
2009-10-01,16.917180013689254,0.1377917075932953,-0.26353588496909053,8.880223055957073
2009-11-01,16.829568788501028,0.13923754639109776,-0.26353588496909053,8.970033897263844
2009-12-01,16.750171115674195,0.135508688370362,-0.26353588496909053,8.403296269718782
2010-01-01,16.657084188911703,0.13272364094030054,-0.26353588496909053,7.971635579661453
2010-02-01,16.580424366872005,0.13909218749732477,-0.26353588496909064,8.665030987014315
2010-03-01,16.503764544832308,0.13625090578620425,-0.26353588496909053,8.232539733851995
2010-04-01,16.418891170431213,0.13251129772862225,-0.26353588496909053,7.714692755021747
2010-05-01,16.331279945242983,0.12911468780540925,-0.26353588496909053,7.265741963326995
2010-06-01,16.251882272416154,0.14188198384888162,-0.26353588496909064,8.638797585995857
2010-07-01,16.16974674880219,0.1448717013313261,-0.2635358849690904,8.914211021877845
2010-08-01,16.082135523613964,0.14574904695783109,-0.26353588496909053,8.918368684773872
2010-09-01,16.0,0.14645235469918738,-0.26353588496909053,8.906276424637053
2010-10-01,15.917864476386036,0.14358509662840535,-0.26353588496909053,8.462718174407083
2010-11-01,15.832991101984941,0.139204197154561,-0.26353588496909064,7.873580187814563
2010-12-01,15.75085557837098,0.13839828553351707,-0.26353588496909053,7.703397957761445
2011-01-01,15.66050650239562,0.13677467188899683,-0.26353588496909053,7.445418696005271
2011-02-01,15.58110882956879,0.1376298631435433,-0.26353588496909053,7.456884644483709
2011-03-01,15.50444900752909,0.13760821716290472,-0.26353588496909053,7.381358148023055
2011-04-01,15.419575633127995,0.13916153505063367,-0.26353588496909053,7.456267843875964
2011-05-01,15.3347022587269,0.13742852356541646,-0.26353588496909053,7.20409866216389
2011-06-01,15.252566735112936,0.14184041629373256,-0.26353588496909053,7.561890380620931
2011-07-01,15.170431211498974,0.14409178043571047,-0.26353588496909053,7.706843471800553
2011-08-01,15.085557837097879,0.14583712475799349,-0.26353588496909053,7.796537348708893
2011-09-01,15.000684462696784,0.14584148573711708,-0.26353588496909053,7.707412430600558
2011-10-01,14.913073237508556,0.14929679655759331,-0.26353588496909064,7.96580677716617
2011-11-01,14.833675564681725,0.1494255644279865,-0.26353588496909064,7.891386916618855
2011-12-01,14.751540041067761,0.15018659758537,-0.26353588496909053,7.87818274957655
2012-01-01,14.661190965092402,0.15274093481427742,-0.26353588496909064,8.036380127138536
2012-02-01,14.581793292265571,0.149232073525414,-0.26353588496909053,7.600692272792075
2012-03-01,14.50239561943874,0.1456923062328399,-0.26353588496909064,7.188320887491155
2012-04-01,14.414784394250514,0.14228858434981428,-0.26353588496909064,6.8049702063896085
2012-05-01,14.335386721423683,0.14416484548403807,-0.26353588496909053,6.893768553301294
2012-06-01,14.250513347022586,0.1510911132242605,-0.26353588496909053,7.4275333480190495
2012-07-01,14.165639972621491,0.15098486559106905,-0.26353588496909064,7.329766710494909
2012-08-01,14.08350444900753,0.15197694366367998,-0.26353588496909053,7.33404966997352
2012-09-01,13.990417522245037,0.14922723122816506,-0.26353588496909053,7.000094064826805
2012-10-01,13.91649555099247,0.14949025729876753,-0.26353588496909053,6.950589889378088
2012-11-01,13.831622176591376,0.15201753255307393,-0.26353588496909064,7.080744011550018
2012-12-01,13.744010951403148,0.15410925787559626,-0.26353588496909064,7.170053830131547
2013-01-01,13.661875427789186,0.15254340614794315,-0.26353588496909053,6.955914270936927
2013-02-01,13.579739904175222,0.15244725768375056,-0.26353588496909064,6.867488665943179
2013-03-01,13.503080082135524,0.15317205041993964,-0.26353588496909053,6.851112423291907
2013-04-01,13.418206707734429,0.15284749289889343,-0.26353588496909053,6.743223878646217
2013-05-01,13.336071184120465,0.15316412324642759,-0.26353588496909053,6.68935760136901
2013-06-01,13.245722108145106,0.15042546770784093,-0.26353588496909064,6.399036863263114
2013-07-01,13.169062286105408,0.15461653760076866,-0.26353588496909053,6.641205666343939
2013-08-01,13.084188911704311,0.1523560951729226,-0.26353588496909053,6.394580517727675
2013-09-01,12.993839835728952,0.15368159209205312,-0.26353588496909053,6.408185301722639
2013-10-01,12.917180013689254,0.15084353195465994,-0.26353588496909053,6.139857449254591
2013-11-01,12.83230663928816,0.14751409971818163,-0.26353588496909053,5.845657571132021
2013-12-01,12.747433264887064,0.14735651438411823,-0.26353588496909053,5.767680423437788
2014-01-01,12.66255989048597,0.14566981210224128,-0.26353588496909064,5.595566650467471
2014-02-01,12.574948665297741,0.15068232170697926,-0.26353588496909053,5.841327293418001
2014-03-01,12.498288843258042,0.14486997513298583,-0.26353588496909064,5.424397819744047
2014-04-01,12.41889117043121,0.14555816143736444,-0.26353588496909064,5.406640404395579
2014-05-01,12.336755646817249,0.14773342412152757,-0.26353588496909064,5.473235761565639
2014-06-01,12.24914442162902,0.14495490775213948,-0.26353588496909053,5.249372524213821
2014-07-01,12.16974674880219,0.13999508020938878,-0.26353588496909053,4.92600468354558
2014-08-01,12.084873374401095,0.14267353566615504,-0.26353588496909053,5.0116655474650305
2014-09-01,11.997262149212867,0.14057585243945692,-0.26353588496909053,4.845445078517747
2014-10-01,11.917864476386036,0.14364402770093587,-0.26353588496909053,4.951110800633908
2014-11-01,11.827515400410677,0.14483455177675908,-0.26353588496909064,4.951998706595458
2014-12-01,11.75085557837098,0.142581975920401,-0.26353588496909053,4.788793511510506
2015-01-01,11.663244353182751,0.14502943958742032,-0.26353588496909053,4.852806720363801
2015-02-01,11.578370978781656,0.144813712484694,-0.26353588496909053,4.786891313226397
2015-03-01,11.501711156741958,0.14459612074623873,-0.26353588496909064,4.727172651425768
2015-04-01,11.419575633127995,0.14884783417806635,-0.26353588496909064,4.877219359346796
2015-05-01,11.33744010951403,0.14850677922697963,-0.26353588496909053,4.805744409043829
2015-06-01,11.252566735112936,0.14973191299398625,-0.26353588496909053,4.806922609158891
2015-07-01,11.170431211498974,0.155662123448423,-0.26353588496909053,5.033244395951291
2015-08-01,11.080082135523615,0.15484537881925098,-0.2635358849690904,4.929118872189355
2015-09-01,11.000684462696784,0.15797971706897207,-0.26353588496909064,5.020582151848541
2015-10-01,10.91854893908282,0.15985274597050836,-0.26353588496909053,5.048771602541752
2015-11-01,10.830937713894592,0.157778497001283,-0.2635358849690904,4.887914532411089
2015-12-01,10.751540041067761,0.15994522220129737,-0.26353588496909053,4.929491822442585
2016-01-01,10.65845311430527,0.16539361286856247,-0.2635358849690904,5.110877220549913
2016-02-01,10.581793292265571,0.16616898576940708,-0.26353588496909053,5.086935808171224
2016-03-01,10.50239561943874,0.16454265356600373,-0.26353588496909053,4.952108863386252
2016-04-01,10.417522245037645,0.16524373890238353,-0.26353588496909053,4.919242847566193
2016-05-01,10.33264887063655,0.16641266064621263,-0.26353588496909053,4.906373058923799
2016-06-01,10.250513347022586,0.1684652849797328,-0.26353588496909053,4.932837449556553
2016-07-01,10.168377823408624,0.17018376374731092,-0.26353588496909053,4.943484210861026
2016-08-01,10.08350444900753,0.16521409330697434,-0.26353588496909053,4.673071884963865
2016-09-01,9.998631074606434,0.16513555655819112,-0.26353588496909064,4.60971095300339
2016-10-01,9.911019849418206,0.16274563389834062,-0.26353588496909053,4.456771149784895
2016-11-01,9.831622176591376,0.16722725445055486,-0.26353588496909053,4.573479252615405
2016-12-01,9.749486652977414,0.1713005353138377,-0.26353588496909053,4.671765999039123
2017-01-01,9.659137577002053,0.16858140261375154,-0.26353588496909053,4.503262922119287
2017-02-01,9.579739904175222,0.1653302073143499,-0.26353588496909053,4.330760604843686
2017-03-01,9.503080082135524,0.160132137344549,-0.26353588496909053,4.102225547587578
2017-04-01,9.412731006160165,0.16018458687519166,-0.26353588496909053,4.049264586257897
2017-05-01,9.336071184120465,0.15787540670166234,-0.26353588496909053,3.9296273961256816
2017-06-01,9.25119780971937,0.1540203275242109,-0.26353588496909064,3.7631281977602526
2017-07-01,9.163586584531142,0.1623765920289273,-0.26353588496909053,3.9701925383284222
2017-08-01,9.084188911704311,0.15824236856545704,-0.26353588496909053,3.798098579696193
2017-09-01,8.999315537303216,0.15602853086759372,-0.2635358849690904,3.6870062525509324
2017-10-01,8.914442162902121,0.15790024589639717,-0.26353588496909053,3.6948154407291494
2017-11-01,8.83230663928816,0.15330080129789425,-0.26353588496909053,3.5244875615115756
2017-12-01,8.750171115674195,0.1532409329676414,-0.26353588496909053,3.481857734545746
2018-01-01,8.66255989048597,0.1522192876573607,-0.26353588496909053,3.41233643266952
2018-02-01,8.580424366872005,0.14796579105543528,-0.26353588496909053,3.2675014753817915
2018-03-01,8.503764544832306,0.15465474259155787,-0.26353588496909053,3.3968652983658205
2018-04-01,8.41615331964408,0.1642124405274803,-0.26353588496909064,3.59531891955361
2018-05-01,8.336755646817249,0.16434577100076542,-0.26353588496909053,3.555570035863755
2018-06-01,8.251882272416154,0.15875567117184008,-0.26353588496909053,3.373287831868742
2018-07-01,8.167008898015059,0.1620752514812951,-0.26353588496909064,3.4101125897680915
2018-08-01,8.084873374401095,0.1614877207635821,-0.26353588496909053,3.354555587465278
2018-09-01,7.991786447638604,0.1584756387242945,-0.26353588496909064,3.24019021399014
2018-10-01,7.917864476386037,0.16057620249594184,-0.26353588496909064,3.2514515293896364
2018-11-01,7.832991101984942,0.17384426819598553,-0.26353588496909064,3.5096054771696275
2018-12-01,7.745379876796714,0.1761627724621293,-0.26353588496909053,3.5139615697873907
2019-01-01,7.663244353182751,0.17721199896906348,-0.26353588496909053,3.4912160626477635
2019-02-01,7.581108829568788,0.17694699556213656,-0.26353588496909053,3.4388702831872076
2019-03-01,7.5044490075290895,0.1780851018836913,-0.26353588496909064,3.4209099710295288
2019-04-01,7.4195756331279945,0.17371098266234108,-0.26353588496909053,3.2818169215938564
2019-05-01,7.337440109514032,0.17261626115807527,-0.26353588496909053,3.2168244845338574
2019-06-01,7.2470910335386725,0.19222636837974494,-0.26353588496909053,3.575844426306524
2019-07-01,7.170431211498974,0.19095921277862948,-0.26353588496909064,3.5011717586189963
2019-08-01,7.085557837097878,0.19009382092457972,-0.26353588496909053,3.4319026979953424
