Date,Platinum_Equity,Benchmark_Equity
2023-09-08,49235.05849839545,41390.75895857864
2023-09-11,49950.090670420905,41662.9624964536
2023-09-12,49285.12342758146,41434.420295399555
2023-09-13,49533.2803932619,41482.73735039589
2023-09-14,49941.09146837732,41840.40951485162
2023-09-15,48933.64916311178,41336.30589068992
2023-09-18,49011.49350550868,41360.54682027969
2023-09-19,48794.079188351985,41274.772128787234
2023-09-20,48036.67439344034,40895.31932576238
2023-09-21,47173.12112126981,40219.3867400907
2023-09-22,47262.14468494418,40128.956330422814
2023-09-25,47439.913340105886,40297.70109936145
2023-09-26,46729.50877310538,39705.68032932568
2023-09-27,46802.387857038666,39721.530960231416
2023-09-28,47171.50516105742,39951.80949107275
2023-09-29,47174.69323525854,39854.84871564553
2023-10-02,47559.655341578815,39838.998084739804
2023-10-03,46679.22585720818,39305.70940549231
2023-10-04,47313.18189433661,39591.930127734864
2023-10-05,47161.38974313846,39577.018292087014
2023-10-06,47909.740487202456,40046.90739064345
2023-10-09,48256.40501930763,40303.295612794784
2023-10-10,48535.512431927345,40513.07073748681
2023-10-11,48907.68523435328,40679.02266410656
2023-10-12,48619.51106515789,40431.01885477559
2023-10-13,48187.40001895026,40229.63991463129
2023-10-16,48760.12464312311,40652.915915728416
2023-10-17,48685.954124325246,40651.05009694003
2023-10-18,48022.81929001096,40109.36817607664
2023-10-19,47460.79166365319,39756.95503082412
2023-10-20,46584.58514264594,39268.41657317939
2023-10-23,46744.24185570518,39200.35833138105
2023-10-24,47353.90433999449,39495.908147565526
2023-10-25,45775.605273308334,38929.052387718184
2023-10-26,45382.27459954917,38462.89198380668
2023-10-27,45492.389653216764,38288.543872639195
2023-10-30,45741.42723087801,38746.31986373035
2023-10-31,45839.617119438044,38989.65618315853
2023-11-01,46182.89637435426,39405.468909102114
2023-11-02,47006.47620862837,40160.651706370605
2023-11-03,47662.71704622853,40527.0526066723
2023-11-06,47740.99913106723,40620.27880159092
2023-11-07,48105.99801477432,40735.88893610645
2023-11-08,48047.758909177595,40765.724379129526
2023-11-09,47791.93306448308,40447.80239507551
2023-11-10,48816.89679474067,41078.98770207627
2023-11-13,48702.87132080321,41039.829050974964
2023-11-14,49821.88918643888,41836.03043226945
2023-11-15,49861.40069141636,41924.60090901264
2023-11-16,50038.55037043321,41975.8785534429
2023-11-17,50067.48727841446,42028.08616433552
2023-11-20,50661.90697412728,42351.60560475467
2023-11-21,50407.87157712794,42259.30643336656
2023-11-22,50569.054000201366,42422.456688871905
2023-11-24,50516.64562675908,42448.56049431822
2023-11-27,50497.718641635176,42372.11489676768
2023-11-28,50680.38237647959,42414.066390187865
2023-11-29,50665.47820396787,42384.233890096635
