Date,Asset,Action,Price,Shares,Value,Realized_PnL,PnL_Pct,Type
2019-05-07,GLD,SELL,121.20999908447266,-1.2460148113565142,-151.02945414376245,0.8885484183184319,0.00591809683060851,REDUCE
2019-05-07,QQQ,SELL,178.14425659179688,-0.1138191948599987,-20.276235854211336,1.8159859710671142,0.09837277298858571,REDUCE
2019-05-07,XLK,SELL,35.90680694580078,-0.15759100953225424,-5.6585899556685035,-0.159739076654408,-0.027454459135432208,REDUCE
2019-05-07,SHV,SELL,90.8950424194336,-47.76088622180286,-4341.227779120512,0.7863463780719802,0.00018116737439188846,CLOSE
2019-05-07,QLD,BUY,11.8464,18.2839,216.6,0.0,0.0,ADD
2019-05-07,TQQQ,BUY,7.4421,565.6402,4209.56,0.0,0.0,OPEN
2019-05-07,SMH,BUY,53.6216,0.792,42.47,0.0,0.0,ADD
2019-05-07,USD,BUY,2.7675,34.5258,95.55,0.0,0.0,ADD
2019-05-13,XLY,SELL,53.29573059082031,-2.828034944546884,-150.7221885059962,-8.304626284859559,-0.05222154701256765,REDUCE
2019-05-13,GLD,SELL,122.66999816894531,-2.5552760134275037,-313.45570388830174,5.552899252430098,0.01803458483918985,REDUCE
2019-05-13,QLD,SELL,10.869522094726562,-836.1024643265575,-9088.034209452844,405.93959148119563,0.04675595110895414,CLOSE
2019-05-13,QQQ,SELL,170.81727600097656,-0.5246177968401913,-89.6137829978752,4.526415838699088,0.053197272284043695,REDUCE
2019-05-13,XLK,SELL,34.38704299926758,-2.8937093905680458,-99.50610924084776,-7.330907719828237,-0.06861767511279881,REDUCE
2019-05-13,TQQQ,BUY,6.5276,38.9912,254.52,0.0,0.0,ADD
2019-05-13,SMH,BUY,50.0,0.5074,25.37,0.0,0.0,ADD
2019-05-13,SHV,BUY,90.9362,102.1222,9286.61,0.0,0.0,OPEN
2019-05-13,USD,BUY,2.3776,73.5351,174.84,0.0,0.0,ADD
2019-05-15,TQQQ,SELL,7.012255668640137,-28.58017691686381,-200.41150759601624,-10.599937906196589,-0.05023394764662392,REDUCE
2019-05-15,QQQ,SELL,175.13119506835938,-0.04033666503378822,-7.064208352439437,0.5220348913432699,0.07979533016781248,REDUCE
2019-05-15,SMH,SELL,51.75618362426758,-1.0460522447362826,-54.139672059148324,-3.5363622604932186,-0.06131424086639936,REDUCE
2019-05-15,XLK,SELL,35.320472717285156,-0.4837909730206463,-17.087725863444575,-0.7740485630061841,-0.04333547969679474,REDUCE
2019-05-15,SHV,SELL,90.9444580078125,-102.12221546145079,-9287.449535698692,0.8437985179500672,9.086188666018735e-05,CLOSE
2019-05-15,USD,SELL,2.5132651329040527,-27.926076139909732,-70.18563346125893,10.836949903332924,0.18259798286436713,REDUCE
2019-05-15,XLY,BUY,54.1996,0.5573,30.21,0.0,0.0,ADD
2019-05-15,GLD,BUY,122.39,0.8303,101.62,0.0,0.0,ADD
2019-05-15,QLD,BUY,11.4123,832.8339,9504.51,0.0,0.0,OPEN
2019-05-16,XLY,SELL,54.700721740722656,-0.14670425748370558,-8.024828766795508,-0.22278878123469456,-0.027012501481461615,REDUCE
2019-05-16,QLD,SELL,11.644153594970703,-10.417671764491985,-121.30497012773412,2.415830518338585,0.020320026928243307,REDUCE
2019-05-16,TQQQ,SELL,7.231351852416992,-576.0511876204263,-4165.628822685978,-87.43770439103436,-0.020558743634590426,CLOSE
2019-05-16,QQQ,SELL,176.89120483398438,-0.05691816962122322,-10.068323601243264,0.8368083424031962,0.09064691103682798,REDUCE
2019-05-16,XLK,SELL,35.64412307739258,-0.21413409933280717,-7.632622191685186,-0.2733024588158344,-0.034569322488864684,REDUCE
2019-05-16,GLD,BUY,121.51,0.4903,59.57,0.0,0.0,ADD
2019-05-16,SMH,BUY,51.0252,2.0192,103.03,0.0,0.0,ADD
2019-05-16,SHV,BUY,90.9691,44.7398,4069.94,0.0,0.0,OPEN
2019-05-16,USD,BUY,2.4381,32.8589,80.11,0.0,0.0,ADD
2019-05-17,XLY,SELL,54.28390121459961,-0.5134265837164458,-27.870797951412897,-0.9937092831865236,-0.0344266844782779,REDUCE
2019-05-17,GLD,SELL,120.6500015258789,-0.21465184219988837,-25.89774508894925,0.019610202360766726,0.0007577904067161967,REDUCE
2019-05-17,QLD,SELL,11.406088829040527,-822.4161890313912,-9380.552106533034,-5.072179312196738,-0.0005404200251064584,CLOSE
2019-05-17,QQQ,SELL,175.08338928222656,-0.07487110877240699,-13.108687483191261,0.9653984828888015,0.07950057705657465,REDUCE
2019-05-17,XLK,SELL,35.35799789428711,-0.7330953856657788,-25.920785102682203,-1.1454173319697731,-0.04231910016690532,REDUCE
2019-05-17,SMH,BUY,50.0427,0.5564,27.84,0.0,0.0,ADD
2019-05-17,SHV,BUY,90.9691,103.254,9392.92,0.0,0.0,ADD
2019-05-17,USD,BUY,2.3458,22.4155,52.58,0.0,0.0,ADD
2019-05-22,XLY,SELL,53.717220306396484,-0.21087315241982799,-11.327519585240225,-0.5276313295135187,-0.04450650466683481,REDUCE
2019-05-22,GLD,SELL,120.23999786376953,-0.31519774706911136,-37.89937643425492,-0.10043633701187929,-0.0026430745229308883,REDUCE
2019-05-22,QQQ,SELL,173.15122985839844,-0.04177574345821616,-7.23352135803907,0.457944846174026,0.06758758393062148,REDUCE
2019-05-22,XLK,SELL,34.98744583129883,-0.31825102913812975,-11.13479064272542,-0.615176616809389,-0.052355602634568066,REDUCE
2019-05-22,SHV,SELL,90.98561096191406,-45.49026943873553,-4138.95995770544,0.7493094766106777,0.00018107088795282777,REDUCE
2019-05-22,TQQQ,BUY,6.7658,585.8453,3963.7,0.0,0.0,OPEN
2019-05-22,SMH,BUY,48.2865,2.1774,105.14,0.0,0.0,ADD
2019-05-22,USD,BUY,2.1637,63.6485,137.72,0.0,0.0,ADD
2019-05-31,XLY,SELL,51.956321716308594,-86.80964971944054,-4510.310088903311,-370.0717258094352,-0.07582843717140952,CLOSE
2019-05-31,TQQQ,SELL,5.979886531829834,-585.8453105906356,-3503.2884825366077,-460.4086343586454,-0.1161563612911174,CLOSE
2019-05-31,QQQ,SELL,166.3885040283203,-11.390892524685706,-1895.313566729831,47.83324799811527,0.025891073108130547,REDUCE
2019-05-31,SMH,SELL,46.62517547607422,-96.57308955057546,-4502.73724656221,-795.9467720274002,-0.15021593460469518,CLOSE
2019-05-31,XLK,SELL,33.7209587097168,-133.2813232833575,-4494.373999214514,-426.43077910158496,-0.08665874756517156,CLOSE
2019-05-31,USD,SELL,2.005479335784912,-969.8142486306087,-1944.942435178457,-133.7930355462845,-0.06436270387960341,CLOSE
2019-05-31,GLD,BUY,123.33,54.0275,6663.21,0.0,0.0,ADD
2019-05-31,SHV,BUY,91.0679,155.54,14164.7,0.0,0.0,ADD
2019-06-04,SHV,SELL,91.09352111816406,-41.12273331653257,-3746.014575806188,2.666105666600398,0.0007122248136575138,REDUCE
2019-06-04,GLD,BUY,125.15,14.6388,1832.04,0.0,0.0,ADD
2019-06-04,QQQ,BUY,167.3067,11.5777,1937.03,0.0,0.0,ADD
2019-06-24,GLD,SELL,133.94000244140625,-3.453450352178809,-462.55514860210496,38.84014191783494,0.09166572178260513,REDUCE
2019-06-24,QQQ,SELL,180.37872314453125,-0.9474893552625254,-170.90692009528948,14.801855235759248,0.09481982694846303,REDUCE
2019-06-24,SHV,SELL,91.25850677490234,-95.98373838712621,-8759.332639882012,22.058843315629776,0.0025246826217462104,REDUCE
2019-06-24,QLD,BUY,12.0315,780.6855,9392.79,0.0,0.0,OPEN
2019-06-25,GLD,SELL,134.1999969482422,-1.1513357355866423,-154.50925220212957,13.24814254345094,0.09378478319660455,REDUCE
2019-06-25,QLD,SELL,11.61449909210205,-780.6854632739478,-9067.270604412535,-325.52410416686854,-0.034656788982041054,CLOSE
2019-06-25,QQQ,BUY,177.2823,0.1657,29.37,0.0,0.0,ADD
2019-06-25,SHV,BUY,91.2585,100.7293,9192.41,0.0,0.0,ADD
2019-06-27,QQQ,SELL,178.787353515625,-0.24073600659592953,-43.040553515206284,3.3553173731669603,0.08454825268414146,REDUCE
2019-06-27,SHV,SELL,91.29975128173828,-43.82239903682951,-4000.9741326316216,7.302091984070365,0.0018284155308072592,REDUCE
2019-06-27,GLD,BUY,132.84,0.7582,100.72,0.0,0.0,ADD
2019-06-27,TQQQ,BUY,7.3242,538.391,3943.3,0.0,0.0,OPEN
2019-07-01,TQQQ,SELL,7.6481099128723145,-538.3909928995005,-4117.673489795838,174.37495027357807,0.04422058044195265,CLOSE
2019-07-01,QQQ,SELL,181.43324279785156,-0.31342284859352676,-56.865323787263605,5.197690288540205,0.10059857470864486,REDUCE
2019-07-01,SHV,SELL,91.29070281982422,-58.3774355579549,-5329.3171209047,9.199160302604271,0.0017291271303998546,REDUCE
2019-07-01,GLD,BUY,130.62,1.6996,222.0,0.0,0.0,ADD
2019-07-01,QLD,BUY,12.155,763.6251,9281.86,0.0,0.0,OPEN
2019-07-19,GLD,SELL,134.47000122070312,-1.3552724050568068,-182.24348196237406,15.672390751943563,0.09408829970468591,REDUCE
2019-07-19,SHV,SELL,91.38987731933594,-42.117167358154255,-3849.0827578996577,10.813803975597551,0.002817364834359015,REDUCE
2019-07-19,QLD,BUY,12.3413,0.0904,1.12,0.0,0.0,ADD
2019-07-19,TQQQ,BUY,7.8279,511.725,4005.74,0.0,0.0,OPEN
2019-07-19,QQQ,BUY,183.1109,0.1336,24.47,0.0,0.0,ADD
2019-07-23,QLD,SELL,12.711533546447754,-13.599595205666304,-172.87171067493728,7.5683994776823935,0.0457849236223169,REDUCE
2019-07-23,TQQQ,SELL,8.167271614074707,-511.7250283519228,-4179.3972982702335,173.6586389435402,0.04335246348116217,CLOSE
2019-07-23,QQQ,SELL,185.77593994140625,-0.06250213288125117,-11.611392484357111,1.3009675421475317,0.12617981794538213,REDUCE
2019-07-23,GLD,BUY,133.69,1.7229,230.34,0.0,0.0,ADD
2019-07-23,SHV,BUY,91.4064,45.2216,4133.54,0.0,0.0,ADD
2019-07-31,GLD,SELL,133.2100067138672,-0.6015108324038393,-80.12726202297927,6.0860522266547195,0.08219817373860416,REDUCE
2019-07-31,SHV,SELL,91.43123626708984,-45.10571173442232,-4124.070986585214,8.898632012567962,0.0021623959450154384,REDUCE
2019-07-31,QLD,BUY,12.3586,14.02,173.27,0.0,0.0,ADD
2019-07-31,TQQQ,BUY,7.8112,513.8177,4013.55,0.0,0.0,OPEN
2019-07-31,QQQ,BUY,183.1972,0.0949,17.38,0.0,0.0,ADD
2019-08-05,GLD,SELL,137.7899932861328,-6.922843421431276,-953.8985485599642,101.75146401807204,0.11940598737455388,REDUCE
2019-08-05,QLD,SELL,11.003664016723633,-764.135919322555,-8408.29491933563,-882.6445153272722,-0.0950005671153421,CLOSE
2019-08-05,TQQQ,BUY,6.5776,73.3187,482.26,0.0,0.0,ADD
2019-08-05,QQQ,BUY,173.256,0.3822,66.21,0.0,0.0,ADD
2019-08-05,SHV,BUY,91.5057,96.3187,8813.72,0.0,0.0,ADD
2019-08-07,GLD,SELL,141.02000427246094,-0.6410937931512345,-90.40704944923527,11.493491320719889,0.14564659854776862,REDUCE
2019-08-07,TQQQ,SELL,6.94795560836792,-22.2139944284798,-154.34184717360995,-15.755033589737188,-0.09262388304261082,REDUCE
2019-08-07,QQQ,SELL,176.63043212890625,-0.06869017052537245,-12.132774502904795,0.7864645431953292,0.06931456535103053,REDUCE
2019-08-07,SHV,SELL,91.52232360839844,-98.10222456695773,-8978.54354352088,13.512213813359029,0.0015072132284226214,REDUCE
2019-08-07,QLD,BUY,11.4245,808.3904,9235.43,0.0,0.0,OPEN
2019-08-08,QLD,SELL,11.940279006958008,-17.57747760199094,-209.879986806327,9.066773052691696,0.0451502811155402,REDUCE
2019-08-08,TQQQ,SELL,7.407580852508545,-564.9223940777043,-4184.708309523289,-141.0124614689019,-0.032598604702947065,CLOSE
2019-08-08,GLD,BUY,141.73,1.5864,224.85,0.0,0.0,ADD
2019-08-08,QQQ,BUY,180.4746,0.0144,2.59,0.0,0.0,ADD
2019-08-08,SHV,BUY,91.5389,45.5233,4167.15,0.0,0.0,ADD
2019-08-15,GLD,SELL,143.6999969482422,-2.5317877895449525,-363.8178976312065,51.37232153517704,0.16442006373419682,REDUCE
2019-08-15,SHV,SELL,91.60513305664062,-44.949136981087285,-4117.571673933667,7.308642333023083,0.0017781446775626542,REDUCE
2019-08-15,QLD,BUY,11.2011,40.7036,455.93,0.0,0.0,ADD
2019-08-15,TQQQ,BUY,6.7122,589.7345,3958.41,0.0,0.0,OPEN
2019-08-15,QQQ,BUY,175.0007,0.3832,67.05,0.0,0.0,ADD
2019-08-16,QLD,SELL,11.555267333984375,-15.609257070184755,-180.36913833087056,2.2124475280516953,0.01241854862751346,REDUCE
2019-08-16,TQQQ,SELL,7.021782398223877,-589.7344978654461,-4140.987316736986,182.57750954037337,0.04612395341392839,CLOSE
2019-08-16,QQQ,SELL,177.80955505371094,-0.08454033425057872,-15.032079217187402,1.052739457311494,0.07530680814648427,REDUCE
2019-08-16,GLD,BUY,142.78,1.7037,243.25,0.0,0.0,ADD
2019-08-16,SHV,BUY,91.5968,44.6864,4093.14,0.0,0.0,ADD
2019-08-23,GLD,SELL,144.1699981689453,-1.5966262466188403,-230.18560305152823,32.57746089163785,0.16485889971719137,REDUCE
2019-08-23,QLD,SELL,11.125831604003906,-815.9073243520086,-9077.647495213843,-234.73350118776972,-0.025206604119663134,CLOSE
2019-08-23,TQQQ,BUY,6.6419,598.627,3976.04,0.0,0.0,OPEN
2019-08-23,QQQ,BUY,174.5406,0.2452,42.8,0.0,0.0,ADD
2019-08-23,SHV,BUY,91.6383,57.716,5288.99,0.0,0.0,ADD
2019-08-27,GLD,SELL,145.57000732421875,-0.12020955361650726,-17.49890560039603,2.6210426000024403,0.17617063686721024,REDUCE
2019-08-27,TQQQ,SELL,6.869367599487305,-14.971980341075088,-102.8480366551421,3.4050969121544323,0.0342417161133306,REDUCE
2019-08-27,QQQ,SELL,176.80299377441406,-0.10316128334679384,-18.239223737323755,1.1705816727403815,0.06858083193210107,REDUCE
2019-08-27,SHV,SELL,91.6300048828125,-101.44227731198876,-9295.15636542115,8.688448283545135,0.0009356031120844044,REDUCE
2019-08-27,QLD,BUY,11.4109,826.7318,9433.74,0.0,0.0,OPEN
2019-08-28,QLD,SELL,11.47752571105957,-826.7317629284685,-9488.835065161102,55.092533747090975,0.005839944599254743,CLOSE
2019-08-28,TQQQ,SELL,6.938430309295654,-4.698519477473629,-32.600349951319004,1.3930828673633384,0.044639694453717516,REDUCE
2019-08-28,QQQ,SELL,177.43568420410156,-0.037416384616253136,-6.639001804828695,0.44824054589116646,0.07240475397820378,REDUCE
2019-08-28,GLD,BUY,145.16,0.4312,62.59,0.0,0.0,ADD
2019-08-28,SHV,BUY,91.63,103.3011,9465.48,0.0,0.0,ADD
2019-08-29,TQQQ,SELL,7.2539753913879395,-578.9564557127017,-4199.73588242512,354.34398184252996,0.09214769027542968,CLOSE
2019-08-29,QQQ,SELL,180.14865112304688,-0.2511264526149351,-45.24009169989631,3.689740700253551,0.08880167342714573,REDUCE
2019-08-29,SHV,SELL,91.64652252197266,-58.84652876750768,-5393.079724031304,3.1279280662577986,0.0005803257959744457,REDUCE
2019-08-29,GLD,BUY,144.12,1.0277,148.1,0.0,0.0,ADD
2019-08-29,QLD,BUY,11.8292,802.2467,9489.95,0.0,0.0,OPEN
2019-08-30,QLD,SELL,11.776152610778809,-802.2467368421585,-9447.380004552564,-42.570698672648795,-0.004485871423776877,CLOSE
2019-08-30,GLD,BUY,143.75,0.0246,3.54,0.0,0.0,ADD
2019-08-30,SHV,BUY,91.6383,103.0515,9443.46,0.0,0.0,ADD
2019-09-05,QQQ,SELL,183.8490447998047,-0.4771294082496542,-87.71978595259498,8.775914534065087,0.11116650825924901,REDUCE
2019-09-05,SHV,SELL,91.66146087646484,-103.2183778701876,-9461.147304880365,4.903531655725726,0.0005185496242821053,REDUCE
2019-09-05,GLD,BUY,143.14,0.4944,70.76,0.0,0.0,ADD
2019-09-05,QLD,BUY,12.3129,769.798,9478.48,0.0,0.0,OPEN
2019-09-09,QLD,SELL,12.226567268371582,-769.7980003569802,-9411.98703442255,-66.49515502961525,-0.007015380068299604,CLOSE
2019-09-09,QQQ,SELL,183.283447265625,-0.07099629524347262,-13.012445735311758,1.2656904400270428,0.10774808942645686,REDUCE
2019-09-09,GLD,BUY,141.39,0.5555,78.55,0.0,0.0,ADD
2019-09-09,SHV,BUY,91.678,101.9487,9346.45,0.0,0.0,ADD
2019-09-20,GLD,SELL,142.9499969482422,-0.6678985931410422,-95.47610185124722,12.454830373887429,0.15001974978525712,REDUCE
2019-09-20,SHV,SELL,91.70294189453125,-43.030266428863555,-3946.002022032273,2.5711664832703445,0.0006520125691191758,REDUCE
2019-09-20,TQQQ,BUY,7.5517,532.0859,4018.13,0.0,0.0,OPEN
2019-09-20,QQQ,BUY,182.9096,0.1276,23.35,0.0,0.0,ADD
2019-09-30,GLD,SELL,138.8699951171875,-13.683224024238845,-1900.189253433431,199.3342612715109,0.11719650539881799,REDUCE
2019-09-30,TQQQ,SELL,7.338519096374512,-532.0858503487126,-3904.722173694698,-113.40929134441409,-0.02822438547149686,CLOSE
2019-09-30,QQQ,SELL,181.36688232421875,-0.1137291586919997,-20.62670294132431,1.7980101655033824,0.0954930959313498,REDUCE
2019-09-30,SHV,BUY,91.7693,40.6144,3727.15,0.0,0.0,ADD
2019-09-30,USD,BUY,2.7651,758.8744,2098.38,0.0,0.0,OPEN
2019-10-02,GLD,SELL,141.25999450683594,-1.3511200055389438,-190.85920456050735,22.9120013019838,0.1364238335467547,REDUCE
2019-10-02,SHV,SELL,91.81419372558594,-43.31468438680387,-3976.902823452623,6.403040875788018,0.0016126536271039438,REDUCE
2019-10-02,TQQQ,BUY,6.7944,583.2485,3962.8,0.0,0.0,OPEN
2019-10-02,QQQ,BUY,176.7945,0.5606,99.11,0.0,0.0,ADD
2019-10-02,USD,BUY,2.6251,40.3272,105.86,0.0,0.0,ADD
2019-10-04,TQQQ,SELL,7.313512325286865,-583.2485418529456,-4265.595399547109,302.8000270976129,0.07641071482084749,CLOSE
2019-10-04,QQQ,SELL,181.36688232421875,-0.20134107511788374,-36.51660307793691,3.12653445098275,0.09363665843019131,REDUCE
2019-10-04,USD,SELL,2.817959785461426,-42.314804698106094,-119.24141796891718,2.5346733539584365,0.021718310816747355,REDUCE
2019-10-04,GLD,BUY,141.9,0.9355,132.75,0.0,0.0,ADD
2019-10-04,SHV,BUY,91.8807,46.6758,4288.6,0.0,0.0,ADD
2019-10-07,QQQ,SELL,180.8193817138672,-0.017008103759251752,-3.075394805873202,0.2547992001167977,0.0903352467814924,REDUCE
2019-10-07,SHV,SELL,91.87236022949219,-103.61893193655848,-9519.715841470734,16.726184255215948,0.0017600970703484098,REDUCE
2019-10-07,GLD,BUY,140.69,0.3757,52.85,0.0,0.0,ADD
2019-10-07,QLD,BUY,11.8514,796.8321,9443.6,0.0,0.0,OPEN
2019-10-07,USD,BUY,2.7725,9.5012,26.34,0.0,0.0,ADD
2019-10-22,QLD,SELL,12.285799980163574,-796.8321482314703,-9789.720390935896,346.12229256766557,0.036651527199942135,CLOSE
2019-10-22,QQQ,SELL,184.2870330810547,-0.12623015093124085,-23.262580000492108,2.3287819668958396,0.11124507665347783,REDUCE
2019-10-22,USD,SELL,2.9199395179748535,-28.960819018892842,-84.56383992618294,4.682996659502893,0.05862477745595185,REDUCE
2019-10-22,GLD,BUY,140.2,1.3347,187.13,0.0,0.0,ADD
2019-10-22,TQQQ,BUY,7.6398,532.3764,4067.24,0.0,0.0,OPEN
2019-10-22,SHV,BUY,91.9389,61.3797,5643.18,0.0,0.0,ADD
2019-10-23,GLD,SELL,140.52999877929688,-0.258684719914472,-36.352963373803505,4.056487149155577,0.12560153996180423,REDUCE
2019-10-23,TQQQ,SELL,7.675496578216553,-532.37639866631,-4086.253226286514,19.017431988567328,0.004675763331752014,CLOSE
2019-10-23,QQQ,SELL,184.6424560546875,-0.06184783852359717,-11.419736806670699,1.1629942541508744,0.11338826612793906,REDUCE
2019-10-23,SHV,BUY,91.9389,44.0395,4048.94,0.0,0.0,ADD
2019-10-23,USD,BUY,2.802,30.3671,85.09,0.0,0.0,ADD
2019-10-24,GLD,SELL,141.52999877929688,-0.13286533487246144,-18.80443068231034,2.2163533880384496,0.1336112286385227,REDUCE
2019-10-24,QQQ,SELL,186.43875122070312,-0.09342622922292852,-17.418269507581954,1.9246192254192918,0.12421987009962687,REDUCE
2019-10-24,SHV,SELL,91.9471435546875,-103.34507426029816,-9502.284378681476,13.432702789520677,0.0014156299674963346,REDUCE
2019-10-24,USD,SELL,2.915025234222412,-25.756892740489086,-75.08199229368574,3.993774029977428,0.05618053353316799,REDUCE
2019-10-24,QLD,BUY,12.5647,765.1277,9613.59,0.0,0.0,OPEN
2019-11-22,QLD,SELL,13.554361343383789,-39.363795661782056,-533.5511102469172,38.957385013593985,0.07876643601820055,REDUCE
2019-11-22,QQQ,SELL,193.87362670898438,-0.35008043513983195,-67.87136360041859,9.814607186313747,0.1690519380088773,REDUCE
2019-11-22,SHV,SELL,92.06857299804688,-42.717459386441746,-3932.9355278117146,10.739535500132716,0.0027381435097033613,REDUCE
2019-11-22,USD,SELL,3.268268346786499,-64.80258654782303,-211.7922424041426,32.93913061853916,0.18416861909578786,REDUCE
2019-11-22,GLD,BUY,137.74,4.1042,565.31,0.0,0.0,ADD
2019-11-22,TQQQ,BUY,8.8353,473.1983,4180.84,0.0,0.0,OPEN
2019-11-25,QLD,SELL,13.872735977172852,-8.101934019545974,-112.39599155763608,10.597736055249273,0.10410528159788357,REDUCE
2019-11-25,TQQQ,SELL,9.14129638671875,-473.198325759675,-4325.646145468279,144.80804897441226,0.03463612931958582,CLOSE
2019-11-25,USD,SELL,3.4218528270721436,-22.593683808534266,-77.3122608142071,14.954400254517621,0.23981580061110574,REDUCE
2019-11-25,GLD,BUY,137.08,1.4212,194.82,0.0,0.0,ADD
2019-11-25,SHV,BUY,92.0769,46.913,4319.61,0.0,0.0,ADD
2019-12-02,GLD,SELL,137.7899932861328,-54.79401058321401,-7550.0663503813485,663.9675295962071,0.0964214349628667,REDUCE
2019-12-02,SHV,SELL,92.08438873291016,-81.34307693559816,-7490.427517268639,13.93525117139899,0.001863875554929617,REDUCE
2019-12-02,QLD,BUY,13.6753,6.4859,88.7,0.0,0.0,ADD
2019-12-02,QQQ,BUY,194.9975,25.4113,4955.14,0.0,0.0,ADD
2019-12-02,SMH,BUY,62.265,79.5225,4951.47,0.0,0.0,OPEN
2019-12-02,XLK,BUY,41.0331,120.6701,4951.47,0.0,0.0,OPEN
2019-12-02,USD,BUY,3.2591,29.0421,94.65,0.0,0.0,ADD
2019-12-03,GLD,SELL,139.11000061035156,-0.5678222799736083,-78.98975771369987,7.630127510985034,0.1069249867090083,REDUCE
2019-12-03,QQQ,SELL,193.47018432617188,-0.06419063687879631,-12.41897434895509,0.7612018224665018,0.06529564895325524,REDUCE
2019-12-03,XLK,SELL,40.66948699951172,-0.039830391338677204,-1.6198815827337967,-0.014482093506067958,-0.008860998146622112,REDUCE
2019-12-03,SHV,SELL,92.11778259277344,-45.70532499879177,-4210.273191570753,9.356263588371764,0.002227195573911489,CLOSE
2019-12-03,QLD,BUY,13.4766,3.9238,52.88,0.0,0.0,ADD
2019-12-03,TQQQ,BUY,8.7579,476.1515,4170.08,0.0,0.0,OPEN
2019-12-03,SMH,BUY,61.3916,0.3902,23.96,0.0,0.0,ADD
2019-12-03,USD,BUY,3.1466,17.9205,56.39,0.0,0.0,ADD
2019-12-06,QLD,SELL,13.950478553771973,-5.322899667006472,-74.25699764845376,7.297612398957399,0.10898565409114602,REDUCE
2019-12-06,TQQQ,SELL,9.210357666015625,-476.15148623535845,-4385.525491432567,215.44917503283327,0.051665523286835935,CLOSE
2019-12-06,SMH,SELL,63.59877014160156,-0.6447295912819591,-41.004009079430034,0.8626734813025162,0.021490901297832155,REDUCE
2019-12-06,USD,SELL,3.3407604694366455,-22.535163328970715,-75.28458282172369,12.400119133139603,0.19718891449162013,REDUCE
2019-12-06,GLD,BUY,137.62,1.1607,159.73,0.0,0.0,ADD
2019-12-06,QQQ,BUY,196.9187,0.4503,88.67,0.0,0.0,ADD
2019-12-06,XLK,BUY,41.4392,1.0263,42.53,0.0,0.0,ADD
2019-12-06,SHV,BUY,92.1344,46.5097,4285.14,0.0,0.0,OPEN
2020-01-27,QLD,SELL,15.779624938964844,-28.409998371709662,-448.2991188221804,90.91571035776556,0.2543926444386635,REDUCE
2020-01-27,XLK,SELL,45.05624008178711,-0.07067848367010303,-3.1845067288568316,0.2841086645247681,0.09795505934810222,REDUCE
2020-01-27,SHV,SELL,92.34310913085938,-46.50969736442567,-4294.850059366402,9.706316083576201,0.0022651086323046687,CLOSE
2020-01-27,USD,SELL,3.9024922847747803,-47.37196918711151,-184.86874426729128,52.67707417746547,0.39849011773336973,REDUCE
2020-01-27,GLD,BUY,148.99,0.1161,17.29,0.0,0.0,ADD
2020-01-27,TQQQ,BUY,11.0445,421.6095,4656.47,0.0,0.0,OPEN
2020-01-27,QQQ,BUY,209.9565,0.9082,190.69,0.0,0.0,ADD
2020-01-27,SMH,BUY,68.2679,0.9777,66.75,0.0,0.0,ADD
2020-01-28,QLD,SELL,16.25615119934082,-4.658688827975559,-75.73234997825057,17.12840109612318,0.29227383858678646,REDUCE
2020-01-28,TQQQ,SELL,11.55790901184082,-421.6094604577188,-4872.923782501614,216.45151526176898,0.046484012539834696,CLOSE
2020-01-28,SMH,SELL,69.97816467285156,-0.13826341344423873,-9.675419914231497,1.0569189109963362,0.12263372837104702,REDUCE
2020-01-28,USD,SELL,4.08779764175415,-14.592368468300833,-59.650649412327766,18.93058665176132,0.46489581224550114,REDUCE
2020-01-28,GLD,BUY,147.66,1.0159,150.0,0.0,0.0,ADD
2020-01-28,QQQ,BUY,213.1814,0.3768,80.34,0.0,0.0,ADD
2020-01-28,XLK,BUY,45.9184,0.4952,22.74,0.0,0.0,ADD
2020-01-28,SHV,BUY,92.3431,51.6,4764.91,0.0,0.0,OPEN
2020-01-31,QQQ,SELL,210.8902130126953,-26.533505736678748,-5595.656676781754,752.5716986416502,0.15539097538830737,REDUCE
2020-01-31,SMH,SELL,66.27812194824219,-80.10744275387673,-5309.370859803272,315.95967066516533,0.06327531595083835,CLOSE
2020-01-31,XLK,SELL,45.16045379638672,-122.08110581892865,-5513.238138747525,501.0383858007931,0.09996377049941518,CLOSE
2020-01-31,USD,SELL,3.6685523986816406,-617.1042552306535,-2263.8792957630612,541.8473955001393,0.3146558408223503,CLOSE
2020-01-31,GLD,BUY,149.33,54.0721,8074.58,0.0,0.0,ADD
2020-01-31,QLD,BUY,15.8932,156.0926,2480.81,0.0,0.0,ADD
2020-01-31,TQQQ,BUY,11.1541,418.103,4663.56,0.0,0.0,OPEN
2020-01-31,SHV,BUY,92.3765,37.4899,3463.19,0.0,0.0,ADD
2020-02-03,QLD,SELL,16.366025924682617,-13.19162157243698,-215.89442064310606,41.88295974807853,0.24069081158593586,REDUCE
2020-02-03,TQQQ,SELL,11.66630744934082,-418.1029780536175,-4877.7178874585,214.15488641155554,0.04592087345308271,CLOSE
2020-02-03,QQQ,SELL,214.0766143798828,-0.03093893214247744,-6.623301845590504,0.9761069748502812,0.17284811259263932,REDUCE
2020-02-03,GLD,BUY,148.36,1.7542,260.25,0.0,0.0,ADD
2020-02-03,SHV,BUY,92.3774,52.3936,4839.99,0.0,0.0,ADD
2020-02-21,GLD,SELL,154.6999969482422,-0.3726304848905532,-57.645934875390594,5.072760142939614,0.09648951520914029,REDUCE
