,CAGR,MaxDD
0,0.07692850483396607,-0.23526061365058926
1,0.17730858457536147,-0.22895645168039203
2,0.12484895986676081,-0.23790872513537564
3,0.13412114019454835,-0.28783398716596265
4,0.1364341678492531,-0.2442291969846001
5,0.15771508938404888,-0.2292457290040616
6,0.15321263058558365,-0.26123122414767264
7,0.11981096823750348,-0.1819198184999885
8,0.15562404123267393,-0.2495898400133706
9,0.12782764647271727,-0.22505407454217807
10,0.16343043969052196,-0.2401713503759907
11,0.13688679650165958,-0.2218321130284987
12,0.10026849564291784,-0.23784045578770896
13,0.15004661006394704,-0.2924684174768424
14,0.13236354002125217,-0.1979583962837872
15,0.17081223654202793,-0.2056102976486508
16,0.10595687581216118,-0.20014825290734983
17,0.09829920159854977,-0.18693437770817756
18,0.05480212191418721,-0.2309686986434828
19,0.1277877317143783,-0.35519505627659687
20,0.08759927803381307,-0.2752288291518936
21,0.1311111968469718,-0.22119393267092813
22,0.13765168353441481,-0.22913197454043732
23,0.17782540391326518,-0.22510284815105508
24,0.11622543347804193,-0.20566111482792182
25,0.1857670393793549,-0.19563413019319043
26,0.08632195242535956,-0.2554753529471263
27,0.09676585820967998,-0.2596981300314971
28,0.17807745189139634,-0.2204227715650411
29,0.13591551822204595,-0.23781878261032252
30,0.12837512935223683,-0.1731126964905343
31,0.07849970366965309,-0.2905475953555199
32,0.12995349149555868,-0.2689165216714964
33,0.12567106461073885,-0.32727521142299765
34,0.11836953096415748,-0.19668584119002075
35,0.17168261227711157,-0.18595907574883885
36,0.20419666994844565,-0.2245039203227983
37,0.16772660400557338,-0.267199230610751
38,0.16662869336980712,-0.2010915744712627
39,0.1292713669685428,-0.20044321033358092
40,0.1611373789771311,-0.2501472519321639
41,0.16912607926634826,-0.26280127598164493
42,0.1335071023007679,-0.1893759754179507
43,0.11834108339455152,-0.34221535870629194
44,0.13378013741967942,-0.259272321973568
45,0.10098821983549988,-0.2496718128678631
46,0.12247196785021863,-0.23897994394452438
