Date,SPY,QQQ,GMOM,RLY,DBMF,SGOV
2024-02-06,479.5146179199219,421.9228210449219,25.560775756835938,24.46263885498047,23.59934425354004,90.6271743774414
2024-02-07,483.5139465332031,426.2645568847656,25.71337890625,24.416234970092773,23.617029190063477,90.64521789550781
2024-02-08,483.7275085449219,427.053955078125,25.893306732177734,24.397676467895508,23.7054443359375,90.67231750488281
2024-02-09,486.523193359375,431.2574462890625,25.73598861694336,24.341995239257812,23.776182174682617,90.69941711425781
2024-02-12,486.3096008300781,429.5701599121094,26.084537506103516,24.4719181060791,23.731969833374023,90.69941711425781
2024-02-13,479.61163330078125,422.8701171875,25.649322509765625,24.1192684173584,23.59934425354004,90.71746063232422
2024-02-14,483.9701843261719,427.47821044921875,25.936641693115234,24.12854766845703,23.731969833374023,90.73553466796875
2024-02-15,487.3094787597656,428.75115966796875,26.12786865234375,24.434797286987305,23.882287979125977,90.78069305419922
2024-02-16,484.8827209472656,424.8634033203125,26.054393768310547,24.490476608276367,23.829235076904297,90.78972625732422
2024-02-20,482.21319580078125,421.6564636230469,25.910263061523438,24.425518035888672,23.652393341064453,90.80780029296875
2024-02-21,482.6499938964844,419.968994140625,25.893306732177734,24.592559814453125,23.785022735595703,90.81683349609375
2024-02-22,492.6386413574219,432.2640075683594,26.244678497314453,24.611122131347656,24.014917373657227,90.85295104980469
2024-02-23,492.97845458984375,430.9910888671875,26.304967880249023,24.611122131347656,24.07680892944336,90.8800277709961
2024-02-26,491.17291259765625,430.7640686035156,26.480182647705078,24.499755859375,24.059125900268555,90.88906860351562
2024-02-27,492.0853576660156,431.8002014160156,26.560258865356445,24.592559814453125,24.138702392578125,90.90715026855469
2024-02-28,491.4350280761719,429.5010070800781,26.612070083618164,24.51831817626953,24.085649490356445,90.91614532470703
2024-02-29,493.20172119140625,433.181640625,26.62525749206543,24.62967872619629,24.18291473388672,90.9432601928711
2024-03-01,497.8320007324219,439.7040100097656,26.880544662475586,24.750322341918945,24.377439498901367,90.97045135498047
2024-03-04,497.2981262207031,438.1351013183594,26.7722110748291,24.750322341918945,24.43048858642578,90.97953796386719
2024-03-05,492.32806396484375,430.2707214355469,26.64032745361328,24.713199615478516,24.20943832397461,90.98859405517578
2024-03-06,494.8228454589844,432.9744567871094,26.838151931762695,24.9080867767334,24.306703567504883,91.00672149658203
2024-03-07,499.7346496582031,439.5461730957031,27.160324096679688,25.11224937438965,24.386281967163086,91.05210876464844
2024-03-08,496.7351379394531,433.20135498046875,27.068004608154297,25.121532440185547,24.094491958618164,91.0611343383789
2024-03-11,496.3080139160156,431.59295654296875,26.986995697021484,25.167932510375977,23.979549407958984,91.07926940917969
2024-03-12,501.64697265625,437.7798767089844,27.1151065826416,25.130813598632812,24.059125900268555,91.08832550048828
2024-03-13,500.8606262207031,434.4150695800781,27.238513946533203,25.33497428894043,24.359756469726562,91.097412109375
2024-03-14,499.8704833984375,433.3197937011719,26.94083595275879,25.260732650756836,24.448171615600586,91.13368225097656
2024-03-15,496.4381103515625,428.16900634765625,26.838151931762695,25.316417694091797,24.563119888305664,91.15180969238281
2024-03-18,499.3885192871094,432.2525939941406,26.932353973388672,25.33497428894043,24.713436126708984,91.160888671875
2024-03-19,502.1637268066406,433.3295593261719,26.885255813598633,25.43810272216797,24.907962799072266,91.17903900146484
2024-03-20,506.8083190917969,438.4674072265625,27.328004837036133,25.633207321166992,25.093639373779297,91.1880874633789
2024-03-21,508.4832458496094,440.5423278808594,27.504161834716797,25.642501831054688,25.24395751953125,91.224365234375
2024-03-22,507.51922607421875,441.0462646484375,27.319869995117188,25.503141403198242,25.146692276000977,91.24250793457031
2024-03-25,506.1170959472656,439.4455871582031,27.530622482299805,25.642501831054688,25.173221588134766,91.2606430053711
2024-03-26,505.18218994140625,438.02276611328125,27.305688858032227,25.58675765991211,25.10831642150879,91.26969146728516
2024-03-27,509.4278259277344,439.5147399902344,27.47864532470703,25.80044174194336,25.14388084411621,91.31504821777344
