,NTSX,Platinum,F-TAA Weekly,SPY
2020-08-04,108114.30873164945,117437.33121786496,99871.9478141701,108496.95980760641
2020-08-05,108215.52049994381,118067.85372518333,99871.9478141701,109170.81430688729
2020-08-06,108948.41191657289,119714.62918302006,99871.9478141701,109900.59896040692
2020-08-07,108842.45698682276,118212.31930319777,99876.9551940136,109979.45509258671
2020-08-10,109021.4201171342,117900.30812054036,99871.94781417013,110308.18899776162
2020-08-11,107754.55817815897,114961.2866434701,99871.94781417013,109397.65070272353
2020-08-12,108055.85838817157,116913.36236968455,99876.9551940136,110922.92063111062
2020-08-13,107311.47392647662,117481.02976061092,99876.9551940136,110722.35679053233
2020-08-14,107315.63331421475,117302.18557682492,99881.94456169938,110725.62643503734
2020-08-17,107605.14859230266,118969.13853791873,99881.94456169938,111077.40171737115
2020-08-18,107970.95579811353,120134.72420204943,99876.9551940136,111317.35515763341
2020-08-19,107331.21277530404,118849.83292855487,99883.96192336292,110853.87343244588
2020-08-20,107800.82224528129,120363.04137941996,99876.9551940136,111199.03249295775
2020-08-21,108174.10905184931,121068.77308357313,99876.9551940136,111593.46701948052
2020-08-24,108943.6322692598,121884.4078374957,99876.9551940136,112724.26395493891
2020-08-25,108687.7569516504,122730.48093496868,99881.94456169936,113118.73694786763
2020-08-26,109054.91413418332,125336.34083456828,99866.94043432662,114252.84199423695
2020-08-27,108362.85039193108,124731.26846098705,99886.91591722742,114502.6428344202
2020-08-28,108981.54107504847,125796.49211478067,99876.9551940136,115242.27488786081
2020-08-31,108780.75940204057,126631.4928726759,99876.9551940136,114824.79898417914
2020-09-01,110059.0049285096,128881.75083168811,99863.95942222555,115906.24352081475
2020-09-02,111400.1155871961,130089.08209761449,99873.93815759708,117582.72489095735
2020-09-03,108998.21511185834,122922.31468680115,99878.94553744058,113536.21285154927
2020-09-04,107775.09971584813,121189.02986919902,99878.94553744058,112609.21093476827
2020-09-08,106014.0733248978,113549.39890094691,99878.94553744058,109532.43698914208
2020-09-09,107111.67737161722,116521.0042226801,99883.95291728408,111695.40299522516
2020-09-10,106044.64847335874,113168.35276656222,99878.9455374406,109755.96527406736
2020-09-11,106201.5741458296,112499.51527233035,99878.9455374406,109811.81849549424
2020-09-14,107265.86660478666,114327.09263505571,99878.9455374406,111258.19382529556
2020-09-15,107376.52821013516,115630.76145630529,99878.9455374406,111820.3034153168
2020-09-16,107174.4330462626,113708.36241948497,99878.9455374406,111376.51648997123
2020-09-17,106760.3185653177,112666.45205512187,99878.9455374406,110396.93099626838
2020-09-18,105791.87445362427,111743.54287689671,99878.9455374406,109125.96247755966
2020-09-21,104868.89172019143,111535.76048180995,99878.9455374406,107911.46264277285
2020-09-22,105440.07781703657,113321.44949005285,99878.9455374406,109010.44786051773
2020-09-23,103633.1887033948,108282.33124575786,99878.9455374406,106482.39719564514
2020-09-24,103980.53406538558,108687.09864865166,99878.9455374406,106766.24080508648
2020-09-25,105028.40788853425,112072.17345320321,99883.95291728408,108492.30537248754
2020-09-28,106193.47428549746,114643.61692406877,99883.95291728408,110294.3026252168
2020-09-29,105987.11027631469,114152.37516114542,99883.95291728408,109693.6112300364
2020-09-30,105999.3330385276,115045.47929302283,99883.95291728408,110525.33185930064
2020-10-01,106684.06312345208,116777.12840463656,99883.94391120522,111234.88318329511
2020-10-02,106297.75086580939,113928.61465047576,99878.9455374406,110178.78800817489
2020-10-05,106586.49994089291,114992.97697367337,99887.9245980592,112132.57369874878
2020-10-06,105910.3075465888,112763.48253214132,99883.94391120522,110538.52583653855
2020-10-07,106838.90910205385,113729.02627236072,99883.94391120522,112462.65392813167
2020-10-08,107812.20583277511,114078.93108941794,99883.94391120522,113459.3185060725
2020-10-09,108480.88214046472,115068.62840321427,99883.94391120522,114472.56210497406
2020-10-12,109671.96295371988,116443.24370883928,99883.94391120522,116314.10282301107
2020-10-13,109296.52348156809,116072.95215992295,99883.94391120522,115555.083700976
2020-10-14,108945.52953384208,115185.0391597035,99883.94391120522,114828.99182242676
2020-10-15,109020.07014041218,114634.49535456931,99883.94391120522,114687.08925090905
2020-10-16,108738.36283579758,113976.17457628719,99883.94391120522,114617.73432099675
2020-10-19,107527.21480099883,112154.58378637921,99883.94391120522,112875.16766544689
2020-10-20,107460.81054061824,112655.11919156987,99883.94391120522,113327.3018008817
2020-10-21,107249.73985583708,112525.25997792999,99883.94391120522,113112.81312135266
2020-10-22,107266.52335021898,112385.4593146985,99883.94391120522,113733.27624918692
2020-10-23,107842.5255802346,112545.41945588468,99888.94228496985,114119.4404984323
2020-10-26,106772.13998309974,111028.39786300376,99888.94228496985,112010.4813262909
2020-10-27,106507.14320115237,111600.85560039378,99888.94228496985,111624.35554345144
2020-10-28,104004.35933023642,105763.03187177767,99888.94228496985,107809.14200296883
2020-10-29,104190.10883001532,107900.37833950241,99888.94228496985,108904.85757620867
2020-10-30,103040.76783757079,104652.0530743623,99888.94228496985,107769.56007125515
2020-11-02,104314.12425915468,104886.25975894128,99893.94966481334,108977.44368422004
2020-11-03,105500.35245338203,106454.24610821957,99888.9512910487,110901.53330940721
2020-11-04,107450.55801470233,109870.93716981582,99888.9512910487,113380.1161762392
2020-11-05,109342.64160526097,112888.18081760408,99888.9512910487,115591.35752177871
2020-11-06,108702.24183701913,112978.97491298067,99888.9512910487,115564.96956730293
2020-11-09,109053.67361503333,110568.9169998812,99893.94966481334,117017.11485799549
2020-11-10,109059.62080978171,109787.14774126852,99888.95129104872,116845.4777546851
2020-11-11,109477.93116432207,110753.9998973833,99888.95129104872,117713.51067115799
2020-11-12,109252.26613660013,110396.3637783473,99888.95129104872,116571.55847797665
2020-11-13,110463.96145925917,111326.24646911981,99888.95129104872,118185.45500565264
2020-11-16,111728.30587407706,111819.40922136403,99888.95129104872,119660.64167350407
2020-11-17,111718.05334816118,111556.77970520321,99888.95129104872,119017.13716851092
2020-11-18,111012.0520084005,111053.84629453148,99893.94966481336,117584.76361047223
2020-11-19,111568.60727644751,111413.07322292805,99888.95129104872,118079.82625493765
2020-11-20,111503.33407764483,111056.190380336,99888.95129104872,117271.22393564416
2020-11-23,111993.88642974211,110973.88229686576,99893.94966481336,117974.19750422264
2020-11-24,113015.05260530913,112011.3713875019,99893.94966481336,119875.207285845
2020-11-25,112546.61068276715,112187.25645253167,99883.94391120524,119690.37620529675
2020-11-27,113166.50539917717,112414.56239608569,99893.94966481336,120023.72607918463
2020-11-30,112255.59948452779,112388.61962257809,99893.94966481336,119492.38961391653
2020-12-01,112648.95351263942,114129.21980535878,99888.95129104874,120799.28575577447
2020-12-02,112382.9351266862,114190.51236270592,99888.95129104874,121053.43329982908
2020-12-03,112908.1855291252,114417.37298034798,99893.9586708922,121020.42912353139
2020-12-04,113269.35903105237,115028.2877509482,99893.9586708922,122063.33032141374
2020-12-07,113499.29290408452,115648.44766430708,99888.95129104872,121812.52935467604
2020-12-08,113943.58118905949,116010.14067088446,99888.95129104872,122168.95907212875
2020-12-09,113290.77622931798,113512.90583518057,99888.95129104872,121073.20503248293
2020-12-10,113700.00160537772,113693.34712390167,99893.9586708922,121033.62310076928
2020-12-11,113585.72790015134,113379.27136881744,99893.9586708922,120891.72052925159
2020-12-14,113091.96479260708,113719.87535158492,99893.9586708922,120350.45973125061
2020-12-15,114447.81573766378,115722.17839854087,99893.9586708922,121977.51176975855
2020-12-16,114333.14068800653,116448.22919021493,99903.9103880272,122168.95907212875
2020-12-17,114892.28645192551,117422.92222775021,99899.93870725206,122852.1224416474
2020-12-18,114307.63707371749,116947.99946245122,99899.93870725206,122361.56036667716
2020-12-21,114059.2778427226,116578.06581668786,99899.93870725206,121924.12039831193
2020-12-22,113983.75211800402,116732.98089872366,99899.93870725206,121718.63285777316
2020-12-23,114282.49831800199,116319.75571787337,99894.94033348742,121827.99284986446
2020-12-24,114831.71992872123,116918.54625389073,99894.94033348742,122301.8989710621
2020-12-28,115397.17774596212,118185.36571088499,99894.94033348742,123352.60884935055
2020-12-29,115105.72871743454,118221.86973811014,99894.94033348742,123117.27137780124
2020-12-30,115666.33391564763,118389.4631255635,99899.93870725206,123292.94745373548
2020-12-31,116104.78446344628,118738.54353439128,99899.93870725206,123919.37287449067
2021-01-04,115055.63363529027,117226.05472750844,99899.93870725206,122232.31324271417
2021-01-05,115872.73441068773,118274.95863759612,99899.93870725206,123074.18900314692
2021-01-06,116344.64248967815,116617.39679951053,99894.94033348742,123810.01288239934
2021-01-07,117065.27465823697,119071.83509461116,99899.93870725206,125649.51488092146
2021-01-08,117021.4186576999,120253.15214749437,99899.93870725206,126365.37469549029
2021-01-11,116439.06788850504,118324.50863252007,99899.93870725206,125513.57460232466
2021-01-12,117096.54303798762,118429.67880764777,99899.93870725206,125540.11642242422
2021-01-13,117515.43716624561,119122.95541291004,99894.94033348742,125878.19766424289
2021-01-14,117485.11741878613,118343.25735830652,99894.94033348742,125437.37265215482
2021-01-15,116706.47273703766,117142.17871502232,99899.93870725206,124522.60305246316
2021-01-19,117425.20764101419,119492.83033424143,99894.94033348742,125500.34215868083
2021-01-20,118537.26008724497,122569.82345537984,99899.93870725206,127237.13885333952
2021-01-21,118158.09905764327,123689.92830136772,99899.93870725206,127353.07660084678
2021-01-22,117890.98609596946,123154.74063526218,99899.93870725206,126902.32725602583
2021-01-25,118577.68641719097,124255.658258449,99904.91906885896,127402.81366372899
2021-01-26,118466.69643912626,124319.97330929466,99904.91906885896,127203.94234501211
2021-01-27,116537.68916092743,120613.64094379052,99904.91906885896,124095.04895042487
2021-01-28,116813.08441222014,121431.90785953193,99904.91906885896,125162.26091686216
2021-01-29,114870.8692536599,117787.62786486543,99904.91906885896,122656.55923384149
2021-02-01,116411.9953823499,122029.8889125133,99904.92807493784,124698.24066199144
2021-02-02,117241.31891996023,124716.26345318758,99899.93870725206,126461.54071034372
2021-02-03,117140.83686881291,124086.95488626604,99899.93870725206,126560.93790329622
2021-02-04,118058.63861050179,125461.82340770513,99899.93870725206,127999.42761987957
2021-02-05,118298.71555187779,126077.66358809572,99904.92807493784,128503.18367208773
2021-02-08,119476.44254134213,127145.20505013029,99904.92807493784,129431.22418182915
2021-02-09,119625.41429691025,127065.63507584574,99899.93870725208,129345.05943252049
2021-02-10,119738.44748298665,126678.55181906844,99904.92807493788,129288.70614781638
2021-02-11,119729.362504506,127283.09597484264,99904.92807493788,129497.54026567208
2021-02-12,119753.62559964506,127942.22476126094,99904.92807493788,130137.19813007105
2021-02-16,119193.16634486141,127343.17537166516,99904.92807493788,130024.5300270688
2021-02-17,119300.43476547621,126621.311511096,99899.93870725208,130054.34149167336
2021-02-18,118711.516541958,126066.67962245863,99904.92807493788,129500.84837658305
2021-02-19,118625.66531960882,125555.93024594072,99904.92807493788,129272.1655932616
2021-02-22,118100.92571917272,121273.14171730117,99904.92807493788,128277.80899967725
2021-02-23,118340.4918585458,120800.73058085663,99904.92807493788,128433.5979437398
2021-02-24,119326.41269591083,121831.63339456875,99909.90843654478,129848.85395113457
2021-02-25,115944.35614866967,117666.93028842699,99899.93870725208,126720.03495826971
2021-02-26,116698.84719285111,117878.49800629684,99904.92807493788,126067.10618382096
2021-03-01,118197.10243915253,120981.18487803782,99919.9141901529,129122.99287102098
2021-03-02,117506.82650391056,120072.2235515663,99919.9141901529,128115.44230019873
2021-03-03,116529.84470159677,118359.62248169698,99899.93870725208,126418.45833568941
2021-03-04,115270.86370780956,116618.95693930729,99909.90843654478,124854.02960605401
2021-03-05,117008.42969248259,118444.68540841475,99909.90843654478,127150.93563762489
2021-03-08,116760.10694734506,116891.92819549408,99909.90843654478,126517.89399504782
2021-03-09,118032.51473663778,120508.74491701223,99904.92807493788,128324.2379516485
2021-03-10,118969.21615243498,120552.9555645901,99909.90843654478,129122.99287102098
2021-03-11,119688.42537255709,121930.16324229493,99904.92807493788,130432.19699723541
2021-03-12,119207.10394236987,121566.70772644393,99904.92807493788,130607.87307316963
2021-03-15,119642.16130543477,122275.68430640221,99909.90843654478,131386.74086067043
2021-03-16,119152.08326948308,122701.64698237932,99914.9068103094,131221.02758387502
2021-03-17,119306.85627637015,122944.35505386107,99914.9068103094,131668.468817785
2021-03-18,117502.74008788713,121115.58147010049,99909.90843654476,129752.76486909304
2021-03-19,117680.93701519417,121466.1349636358,99914.9068103094,129512.65756320702
2021-03-22,118229.68430976785,122489.47145872415,99947.24108818053,130546.82688694067
2021-03-23,117207.56950190967,121951.08467134797,98423.35663235308,129519.3122514349
2021-03-24,117049.11142343006,120882.28463747879,98117.45341667769,128860.8827809365
2021-03-25,117416.70643625117,120682.53756826933,98481.3792351036,129585.8206673075
2021-03-26,118861.25450053051,121547.96259563409,99953.10168539174,131674.08491305244
