,Combined_Equity
2012-05-31,132706.20231904506
2012-06-01,131760.26985453535
2012-06-04,131861.02911947775
2012-06-05,132135.32587768562
2012-06-06,133498.06350162788
2012-06-07,132983.11192010148
2012-06-08,133480.115718714
2012-06-11,132851.66732400696
2012-06-12,133522.91087129602
2012-06-13,133385.44684110978
2012-06-14,133899.62997461457
2012-06-15,134594.4595065281
2012-06-18,134816.20099825962
2012-06-19,135054.52974554035
2012-06-20,134915.4946555739
2012-06-21,133181.77075409767
2012-06-22,133574.45771444537
2012-06-25,132897.9745631255
2012-06-26,133084.24956550376
2012-06-27,133710.30625499936
2012-06-28,132985.91056919418
2012-06-29,134787.26787422763
2012-07-02,135105.98581641866
2012-07-03,135677.2687835361
2012-07-05,135573.44468611086
2012-07-06,134106.87001268895
2012-07-09,134071.28848519444
2012-07-10,133172.75230208124
2012-07-11,132862.3909833183
2012-07-12,132144.93174293218
2012-07-13,133873.823028266
2012-07-16,133721.51604253237
2012-07-17,134214.2877794099
2012-07-18,135178.22706465318
2012-07-19,135713.19553737095
2012-07-20,134421.2625469374
2012-07-23,133362.94344692514
2012-07-24,132666.77110955055
2012-07-25,132634.65910463294
2012-07-26,134190.12943310998
2012-07-27,136472.39781198243
2012-07-30,136553.30619981556
2012-07-31,136183.33645914454
2012-08-01,135787.3078917697
2012-08-02,135241.66598563615
2012-08-03,136987.73577480312
2012-08-06,137477.00295706405
2012-08-07,138212.8419395515
2012-08-08,138177.25324630854
2012-08-09,138522.850542021
2012-08-10,138737.14211091687
2012-08-13,138746.19257704198
2012-08-14,138537.42686129973
2012-08-15,138656.92523807066
2012-08-16,139955.26863820275
2012-08-17,140518.75501495728
2012-08-20,140694.82683543998
2012-08-21,140392.26640087547
2012-08-22,140994.2381998608
2012-08-23,140020.15019685615
2012-08-24,140746.4491642358
2012-08-27,140904.63145523384
2012-08-28,140906.37326283625
2012-08-29,140899.72967848481
2012-08-30,139736.7979918243
2012-08-31,140984.65134322477
2012-09-04,140861.88728644786
2012-09-05,140562.6481961495
2012-09-06,143760.82117295353
2012-09-07,143999.15038918785
2012-09-10,142611.2987518351
2012-09-11,142642.05435724632
2012-09-12,142964.61001031648
2012-09-13,144997.89459072906
2012-09-14,145250.31357759977
2012-09-17,145013.21847693846
2012-09-18,145109.91307126335
2012-09-19,145385.14102011512
2012-09-20,145270.06378732913
2012-09-21,145387.86874134484
2012-09-24,144741.3749484398
2012-09-25,142807.27819060872
2012-09-26,141965.986509488
2012-09-27,143497.23035560412
2012-09-28,142280.66852747308
2012-10-01,142334.4292325074
2012-10-02,142375.31393832533
2012-10-03,142677.48297728342
2012-10-04,143253.29300733152
2012-10-05,142878.22451877804
2012-10-08,142491.83626047257
2012-10-09,141343.67272618602
2012-10-10,140887.2525607913
2012-10-11,140894.81861617288
2012-10-12,140635.85184021984
2012-10-15,141247.86215584585
2012-10-16,142459.9183043634
2012-10-17,142563.1146405527
2012-10-18,141972.08276560938
2012-10-19,140391.20113707962
2012-10-22,140584.3960163814
2012-10-23,139305.868468157
2012-10-24,138735.94233104723
2012-10-25,138869.2367541979
2012-10-26,139194.67899706148
2012-10-31,139142.58321855066
2012-11-01,140029.00330623737
2012-11-02,139201.9568398669
2012-11-05,139491.3888225787
2012-11-06,140032.71610412782
2012-11-07,138845.85346636575
2012-11-08,137955.7178986185
2012-11-09,138090.86190218548
2012-11-12,138137.87109727497
2012-11-13,137794.69899419145
2012-11-14,136700.1751188679
2012-11-15,136522.61354776242
2012-11-16,136787.70090059697
2012-11-19,137677.67750261576
2012-11-20,137586.6024540461
2012-11-21,137761.06794394192
2012-11-23,138673.6043395034
2012-11-26,138576.64646976415
2012-11-27,138289.7134540975
2012-11-28,138687.52800629206
2012-11-29,139057.3540758215
2012-11-30,138966.84600123815
2012-12-03,138625.54896936874
2012-12-04,138594.98699773278
2012-12-05,138303.08646861758
2012-12-06,138965.13288517116
2012-12-07,138778.43309252194
2012-12-10,139015.88471812842
2012-12-11,140062.44241365243
2012-12-12,139903.21093410358
2012-12-13,139178.24925169
2012-12-14,138876.78150987133
2012-12-17,139764.71014057827
2012-12-18,140666.51082354673
2012-12-19,140351.7166494996
2012-12-20,140533.20859332004
2012-12-21,139859.61384779867
2012-12-24,139612.3777463038
2012-12-26,139209.18472194904
2012-12-27,139197.37693787465
2012-12-28,138103.59859078933
2012-12-31,140189.10135956365
2013-01-02,142578.3868427505
2013-01-03,141724.18656054029
2013-01-04,141861.37278642104
2013-01-07,141561.40562331965
2013-01-08,141312.4445388081
2013-01-09,141487.70975904315
2013-01-10,142728.9263394526
2013-01-11,142858.16946240337
2013-01-14,142704.9762006815
2013-01-15,142697.7353825174
2013-01-16,142878.70966581878
2013-01-17,143808.81677283815
2013-01-18,143628.53490004997
2013-01-22,143921.5036118467
2013-01-23,144086.34030951752
2013-01-24,143812.8109136047
2013-01-25,144239.14894193102
2013-01-28,144166.0145089444
2013-01-29,144314.26485675425
2013-01-30,144186.75773672923
2013-01-31,143873.50214214795
2013-02-01,144836.7104184139
2013-02-04,143742.99899343424
2013-02-05,145019.89734988488
2013-02-06,145183.91904299764
2013-02-07,144823.83524636278
2013-02-08,145658.72359662835
2013-02-11,145514.00315977787
2013-02-12,145711.70834077476
2013-02-13,145699.31740215846
2013-02-14,145930.04643143804
2013-02-15,145497.4593597752
2013-02-19,146370.49893650578
2013-02-20,144573.6236776163
2013-02-21,143306.08931222672
2013-02-22,144688.3782530848
2013-02-25,142972.510244885
2013-02-26,143782.11558518637
2013-02-27,145150.0976917828
2013-02-28,144998.7267876116
2013-03-01,145255.0512008241
2013-03-04,145558.02793005784
2013-03-05,146698.24542395936
2013-03-06,146787.88974079216
2013-03-07,146801.2029183437
2013-03-08,147061.83729736175
2013-03-11,147359.6749573478
2013-03-12,147277.8102210609
2013-03-13,147455.8995540286
2013-03-14,147969.5592019575
2013-03-15,147641.886833519
2013-03-18,147166.24361701796
2013-03-19,146937.92910465837
2013-03-20,147695.6807954056
2013-03-21,146804.6814845636
2013-03-22,147785.49300765104
2013-03-25,147331.75102433728
2013-03-26,148142.8557550066
2013-03-27,148287.3641721394
2013-03-28,148437.76400810393
2013-04-01,147510.60024455586
2013-04-02,147837.81057324252
2013-04-03,146731.16633105464
2013-04-04,147437.64070531804
2013-04-05,147182.01841248275
2013-04-08,147904.3752878055
2013-04-09,148230.8478811968
2013-04-10,149427.76148401908
2013-04-11,149778.54388451288
2013-04-12,149461.21591872463
2013-04-15,146356.80677546636
2013-04-16,147774.42958878403
2013-04-17,146228.25649734022
2013-04-18,145306.9766369264
2013-04-19,146734.1898850527
2013-04-22,147718.77644933647
2013-04-23,148814.60270213144
2013-04-24,149261.18392500587
2013-04-25,149877.47702026955
2013-04-26,149695.10884739846
2013-04-29,150587.17399804405
2013-04-30,151082.6876588786
2013-05-01,150059.66023845007
2013-05-02,151654.29742449176
2013-05-03,152910.38776749652
2013-05-06,153394.23058254962
2013-05-07,153576.8591618877
2013-05-08,154575.96834310418
2013-05-09,154231.12057112902
2013-05-10,154728.89975165436
2013-05-13,154365.1160999978
2013-05-14,155132.40877397475
2013-05-15,155724.92754608538
2013-05-16,155207.60562340348
2013-05-17,156311.37933504846
2013-05-20,156468.08669132838
2013-05-21,156546.10745423453
2013-05-22,154876.31091124393
2013-05-23,154532.15464875483
2013-05-24,154174.7991691565
2013-05-28,155055.67426671003
2013-05-29,154287.73761270015
2013-05-30,155184.01937862008
2013-05-31,153231.53467379944
2013-06-03,153947.57502671558
2013-06-04,153213.9468040399
2013-06-05,150915.53894892934
2013-06-06,151735.77166313797
2013-06-07,153650.96837837054
2013-06-10,153747.3893913419
2013-06-11,152171.99106228005
2013-06-12,150706.36585904975
2013-06-13,152858.54114707882
2013-06-14,152134.21541697727
2013-06-17,153160.0060013861
2013-06-18,154327.13641973987
2013-06-19,152304.4341642326
2013-06-20,148043.43826120035
2013-06-21,147613.46621062205
2013-06-24,146061.3402705938
2013-06-25,147107.22017599462
2013-06-26,147792.3976357443
2013-06-27,148472.12100293976
2013-06-28,148822.97936245002
2013-07-01,149568.24508984757
2013-07-02,149495.45739697394
2013-07-03,149747.23094931876
2013-07-05,150597.75376393946
2013-07-08,150831.77063688924
2013-07-09,151500.09543333462
2013-07-10,151605.32068855138
2013-07-11,153383.83464354475
2013-07-12,153716.10797001488
2013-07-15,154117.30243416023
2013-07-16,153894.8485310579
2013-07-17,154124.11727608085
2013-07-18,154076.13180679505
2013-07-19,153670.51423204824
2013-07-22,154068.8755620726
2013-07-23,153706.4305093704
2013-07-24,153231.025224632
2013-07-25,153724.0333505149
2013-07-26,153737.11089817563
2013-07-29,153050.4041073373
2013-07-30,153447.01877856758
2013-07-31,153766.58850369637
2013-08-01,155264.08328876557
2013-08-02,156012.94671153135
2013-08-05,155812.32479165294
2013-08-06,154808.09082105057
2013-08-07,154337.06068627595
2013-08-08,155181.6009136845
2013-08-09,154705.29675435575
2013-08-12,154961.74847376242
2013-08-13,155579.74883558397
2013-08-14,154957.80328625574
2013-08-15,152531.2638331929
2013-08-16,152313.85563612316
2013-08-19,151585.88414852085
2013-08-20,152540.73237493195
2013-08-21,151542.3326094998
2013-08-22,153399.34539208713
2013-08-23,154403.03594722366
2013-08-26,154223.82405391245
2013-08-27,151600.64180769835
2013-08-28,152131.69321476328
2013-08-29,152932.33865507765
2013-08-30,151903.17434295674
2013-09-03,152890.46482578918
2013-09-04,154353.7441217293
2013-09-05,154185.0219345359
2013-09-06,154471.50783880646
2013-09-09,155951.51225659734
2013-09-10,156593.82088098975
2013-09-11,156699.52268982388
2013-09-12,155987.36132493068
2013-09-13,156316.38914669474
2013-09-16,156218.29348034912
2013-09-17,157158.70173586818
2013-09-18,159602.58048689086
2013-09-19,159513.84301246874
2013-09-20,158478.01872505888
2013-09-23,157996.34863991893
2013-09-24,158121.34249426413
2013-09-25,157770.8235009286
2013-09-26,158666.31679933195
2013-09-27,158440.1113873209
2013-09-30,157691.550798162
2013-10-01,158801.1334021295
2013-10-02,158872.36093831988
2013-10-03,157404.5864487788
2013-10-04,158755.36866203928
2013-10-07,157457.06589787197
2013-10-08,155005.83737981832
2013-10-09,154386.52844680427
2013-10-10,158112.94423103437
2013-10-11,159028.50113840686
2013-10-14,159845.3747759801
2013-10-15,159001.3543933584
2013-10-16,160962.14334798444
2013-10-17,162437.15924993536
2013-10-18,164164.88676988517
2013-10-21,164392.29319886246
2013-10-22,165229.76217886902
2013-10-23,163715.01113746298
2013-10-24,164544.91849321852
2013-10-25,165499.46120523574
2013-10-28,165712.43741972026
2013-10-29,166453.52538525744
2013-10-30,165815.2140160929
2013-10-31,165520.728377999
2013-11-01,165355.36707479294
2013-11-04,165867.95315840654
2013-11-05,165500.18143551942
2013-11-06,165826.51203244546
2013-11-07,163063.42473708052
2013-11-08,164529.07003183555
2013-11-11,164425.42248117688
2013-11-12,164328.4199463604
2013-11-13,165659.96644607306
2013-11-14,166423.5967699552
2013-11-15,166967.1295706653
2013-11-18,166186.3656012185
2013-11-19,165729.11614754883
2013-11-20,164858.17461368808
2013-11-21,166318.54372987407
2013-11-22,167024.59568933948
2013-11-25,167139.8406017577
2013-11-26,167538.73001047326
2013-11-27,168422.20680773858
2013-11-29,169053.17144739267
2013-12-02,168189.47133495554
2013-12-03,167713.40801906047
2013-12-04,167677.25041072874
2013-12-05,167134.1944150667
2013-12-06,168730.53521350736
2013-12-09,169282.01947383597
2013-12-10,169181.96556763165
2013-12-11,166930.62983820433
2013-12-12,166256.38920116553
2013-12-13,166288.95800517692
2013-12-16,167463.30662959284
2013-12-17,166993.82695798774
2013-12-18,169580.5976867917
2013-12-19,168943.18461511517
2013-12-20,170588.02716731938
2013-12-23,172036.66883075604
2013-12-24,172218.84428847375
2013-12-26,172986.4590242479
2013-12-27,172774.59779701114
2013-12-30,172735.46981763083
2013-12-31,173563.43457191318
2014-01-02,172149.53297348873
2014-01-03,171546.5569128938
2014-01-06,170685.7043870416
2014-01-07,172325.308835851
2014-01-08,172551.54817220263
2014-01-09,172176.91270279136
2014-01-10,173008.8069138191
2014-01-13,170509.0919147799
2014-01-14,173194.1201836546
2014-01-15,174451.60082967102
2014-01-16,174283.65222033544
2014-01-17,173612.26493476375
2014-01-21,174353.44918384327
2014-01-22,174783.22612899658
2014-01-23,174045.16227279365
2014-01-24,170405.56564735807
2014-01-27,168705.37838596653
2014-01-28,169215.11868405953
2014-01-29,167507.72846274986
2014-01-30,170078.5712616151
2014-01-31,169021.86142140633
2014-02-03,165450.6664010855
2014-02-04,166409.52240530786
2014-02-05,165942.8298246974
2014-02-06,167885.50031792055
2014-02-07,170410.95469025755
2014-02-10,171005.30696255775
2014-02-11,172942.23145427275
2014-02-12,173088.10785008385
2014-02-13,174456.3770692215
2014-02-14,175134.8556601446
2014-02-18,175837.70995469668
2014-02-19,174631.2401663908
2014-02-20,175543.3025475807
2014-02-21,175478.1519147593
2014-02-24,176484.54806179236
2014-02-25,176482.38325410133
2014-02-26,176537.19676502293
2014-02-27,177636.95940648203
2014-02-28,177695.40115395433
2014-03-03,176518.55264029827
2014-03-04,179057.51282074288
2014-03-05,179321.97408336107
2014-03-06,179544.14159922293
2014-03-07,178906.3930427771
2014-03-10,178865.37284096694
2014-03-11,178088.06686869139
2014-03-12,178916.3589048611
2014-03-13,176360.20076847693
2014-03-14,175272.229704473
2014-03-17,176458.59408747603
2014-03-18,178097.31043600655
2014-03-19,176734.3138229195
2014-03-20,177443.3605822587
2014-03-21,176606.0767028668
2014-03-24,175857.7374278156
2014-03-25,176453.24856780225
2014-03-26,174854.55446384367
2014-03-27,174247.4508110944
2014-03-28,174739.9196983191
2014-03-31,175903.88940479956
2014-04-01,177782.9242405722
2014-04-02,177910.87093483156
2014-04-03,177569.19471808692
2014-04-04,175466.5508998165
2014-04-07,174371.13241825826
2014-04-08,175632.43408606437
2014-04-09,177661.38109081477
2014-04-10,173899.31415102878
2014-04-11,172407.5408828356
2014-04-14,173473.58744085825
2014-04-15,174029.62570083048
2014-04-16,175506.21962316314
2014-04-17,175723.6030672415
2014-04-21,176199.53745352442
2014-04-22,176990.05414129648
2014-04-23,176450.21807325142
2014-04-24,177162.15333856447
2014-04-25,175410.93776240904
2014-04-28,175578.18445302156
2014-04-29,176281.2891415765
2014-04-30,176665.56264248714
2014-05-01,176798.913155453
2014-05-02,176920.32981557623
2014-05-05,177148.74149521696
2014-05-06,176125.5894701766
2014-05-07,176212.54782045732
2014-05-08,176097.23534101766
2014-05-09,176308.44018005792
2014-05-12,178331.65866909223
2014-05-13,178401.7741131022
2014-05-14,178012.36495296433
2014-05-15,177104.5403057507
2014-05-16,177635.30740599442
2014-05-19,178142.28522972122
2014-05-20,177489.12333819523
2014-05-21,178762.96103855595
2014-05-22,179334.94237314884
2014-05-23,180445.0029501877
2014-05-27,182101.57073880255
2014-05-28,181860.59108500706
2014-05-29,182676.43897990396
2014-05-30,182736.5603975908
2014-06-02,182597.2758451652
2014-06-03,182520.28985967208
2014-06-04,183007.67357677149
2014-06-05,184561.7227345581
2014-06-06,185555.19440450566
2014-06-09,185673.08817219044
2014-06-10,185892.09443706126
2014-06-11,185642.91294758423
2014-06-12,184838.27455270235
2014-06-13,185874.90400148154
2014-06-16,186052.87575132024
2014-06-17,186291.59126283752
2014-06-18,187582.09639366044
2014-06-19,187878.36003794346
2014-06-20,188099.56376066268
2014-06-23,188006.78819046254
2014-06-24,187579.3751726689
2014-06-25,188614.1360635385
2014-06-26,188588.2672892991
2014-06-27,189096.10119499985
2014-06-30,189715.08893800504
2014-07-01,191462.8421555156
2014-07-02,191480.06316494467
2014-07-03,192460.66139369065
2014-07-07,191856.98626570584
2014-07-08,190295.88602048001
2014-07-09,191400.18263416828
2014-07-10,190831.5345615997
2014-07-11,191676.912297578
2014-07-14,192352.46460933037
2014-07-15,191684.02212450132
2014-07-16,193070.91869498522
2014-07-17,190829.66857875977
2014-07-18,193144.9383655782
2014-07-21,193106.12494549726
2014-07-22,194377.43064415068
2014-07-23,194515.6075698303
2014-07-24,194106.68373840573
2014-07-25,193340.07610320052
2014-07-28,193344.6568125199
2014-07-29,193029.89753674355
2014-07-30,193328.18840779725
2014-07-31,188548.90170854033
2014-08-01,188163.62625487766
2014-08-04,189248.0856969801
2014-08-05,187704.94679762571
2014-08-06,188093.51928457065
2014-08-07,187697.19694390963
2014-08-08,189100.4729602042
2014-08-11,189802.95461281633
2014-08-12,189508.32470072707
2014-08-13,191096.211622771
2014-08-14,191999.3358382372
2014-08-15,192418.25163183946
2014-08-18,193320.37032491463
2014-08-19,193996.66687045977
2014-08-20,194015.1911282299
2014-08-21,194095.56669248838
2014-08-22,194374.33944873966
2014-08-25,195054.67138390322
2014-08-26,195310.7831619128
2014-08-27,195493.76739151374
2014-08-28,195570.6352915521
2014-08-29,196120.36545756552
2014-09-02,195514.67255056265
2014-09-03,195338.57826581784
2014-09-04,194868.73811363324
2014-09-05,195700.8261144436
2014-09-08,195316.76490735658
2014-09-09,194113.11550750368
2014-09-10,194929.5901834031
2014-09-11,194606.13177569935
2014-09-12,193199.73686619347
2014-09-15,192341.32571517315
2014-09-16,193861.07037198314
2014-09-17,193705.0413517297
2014-09-18,195165.33709823957
2014-09-19,195016.79155217553
2014-09-22,193600.37084272213
2014-09-23,193296.05066666874
2014-09-24,194464.14622711443
2014-09-25,191929.66214300576
2014-09-26,193599.4132194548
2014-09-29,193521.00885156245
2014-09-30,193089.07263386744
2014-10-01,191346.67681915557
2014-10-02,190986.7389445609
2014-10-03,192075.0409740197
2014-10-06,191963.05960983547
2014-10-07,189573.86926399637
2014-10-08,193252.2690300847
2014-10-09,190486.55762281522
2014-10-10,187787.76249618892
2014-10-13,186172.8765511845
2014-10-14,186471.36887545884
2014-10-15,186131.37022047513
2014-10-16,185819.26557389533
2014-10-17,186587.4528083548
2014-10-20,187705.42053006848
2014-10-21,189254.85905720724
2014-10-22,188279.65623520967
2014-10-23,189673.32902116294
2014-10-24,190597.9639872834
2014-10-27,190583.7396673271
2014-10-28,192401.92118651717
2014-10-29,191465.674371804
2014-10-30,191863.23213776897
2014-10-31,193192.52894370042
2014-11-03,193326.92833590892
2014-11-04,192943.91444914427
2014-11-05,192650.87312570785
2014-11-06,192990.56973397222
2014-11-07,194061.25648318528
2014-11-10,193677.55516756096
2014-11-11,194444.56217890448
2014-11-12,194386.597371839
2014-11-13,195003.42074725975
2014-11-14,196210.0326478876
2014-11-17,195741.0858483977
2014-11-18,197124.07494967175
2014-11-19,196086.74149794126
2014-11-20,197031.3021484639
2014-11-21,197855.2784253508
2014-11-24,198694.47761671979
2014-11-25,199088.45486167082
2014-11-26,199791.8336546368
2014-11-28,199472.68057830443
2014-12-01,199051.73415131363
2014-12-02,199285.6095138769
2014-12-03,200444.1906781118
2014-12-04,200403.68475388692
2014-12-05,200086.00486904543
2014-12-08,199273.25249115686
2014-12-09,200280.6001035109
2014-12-10,197338.52026652195
2014-12-11,198325.62334264198
2014-12-12,196175.65224014584
2014-12-15,193534.31909699956
2014-12-16,191804.7647704808
2014-12-17,194674.19994612827
2014-12-18,198885.97116050698
2014-12-19,199542.28799401183
2014-12-22,199834.22831718405
2014-12-23,199336.66009737324
2014-12-24,199596.40431743677
2014-12-26,200701.55417797214
2014-12-29,200707.63449850402
2014-12-30,200584.82135588164
2014-12-31,199299.34826040518
2015-01-02,199597.6726708914
2015-01-05,198366.75419610186
2015-01-06,197513.724918138
2015-01-07,198900.37799592575
2015-01-08,200970.1468289473
2015-01-09,200940.22001556042
2015-01-12,200732.09694073803
2015-01-13,200417.15718678109
2015-01-14,199928.35458965536
2015-01-15,200111.5985985772
2015-01-16,201799.71830223314
2015-01-20,203181.8011561443
2015-01-21,203435.0934775859
2015-01-22,205241.76688268565
2015-01-23,205175.81801692332
2015-01-26,204724.23703078975
2015-01-27,202042.37845205853
2015-01-28,201212.4831879162
2015-01-29,201588.09292923246
2015-01-30,201227.83039307926
2015-02-02,202455.46635975142
2015-02-03,202729.93972152256
2015-02-04,202739.4153376023
2015-02-05,203302.82980718213
2015-02-06,201450.6346385079
2015-02-09,201164.37834026758
2015-02-10,201806.85101778695
2015-02-11,201653.57325151016
2015-02-12,203241.64759354392
2015-02-13,204135.28614500468
2015-02-17,203155.03297404002
2015-02-18,203742.0682508171
2015-02-19,203800.05017828316
2015-02-20,204579.26222326292
2015-02-23,204992.2787458058
2015-02-24,205542.6477264357
2015-02-25,205582.82550082685
2015-02-26,205925.98741341638
2015-02-27,205552.66203382073
2015-03-02,206165.45843700433
2015-03-03,205129.82251863863
2015-03-04,204398.64659897942
2015-03-05,204712.39459773627
2015-03-06,201317.11428952517
2015-03-09,202237.20274874184
2015-03-10,199082.77209941918
2015-03-11,198516.02814541123
2015-03-12,200152.4209529198
2015-03-13,199297.78912847937
2015-03-16,201757.05069390865
2015-03-17,201741.22383335562
2015-03-18,204572.20412399183
2015-03-19,204338.41596582416
2015-03-20,206082.66319575487
2015-03-23,205860.30433670263
2015-03-24,205652.1923373792
2015-03-25,202423.38916483492
2015-03-26,201544.1770073383
2015-03-27,202450.94804967777
2015-03-30,204337.216884551
2015-03-31,202383.80117955478
2015-04-01,202507.382106007
2015-04-02,202343.85790578718
2015-04-06,203381.86008949898
2015-04-07,203161.6112698057
2015-04-08,203758.85929983907
2015-04-09,204058.66298281244
2015-04-10,205002.0052030113
2015-04-13,204417.92830404788
2015-04-14,204259.86619562883
2015-04-15,204917.64005472764
2015-04-16,204540.60824624848
2015-04-17,203607.1941830083
2015-04-20,204595.03109677235
2015-04-21,204865.14464726532
2015-04-22,204669.31683408315
2015-04-23,205424.5710082711
2015-04-24,206290.50914712955
2015-04-27,206545.03321176718
2015-04-28,206412.27932200336
2015-04-29,204696.04532094137
2015-04-30,201918.13498133546
2015-05-01,203800.56066463317
2015-05-04,204315.37945093462
2015-05-05,201330.55924341548
2015-05-06,200017.84538918908
2015-05-07,200698.9274494017
2015-05-08,202338.4693473513
2015-05-11,201154.32893310348
2015-05-12,201062.3346499428
2015-05-13,201559.51205778492
2015-05-14,202958.72497992683
2015-05-15,203520.4704638365
2015-05-18,203810.667647201
2015-05-19,203218.18050257995
2015-05-20,203445.307874294
2015-05-21,204277.49155258178
2015-05-22,204066.26869949253
2015-05-26,202176.06182447416
2015-05-27,205011.7505343319
2015-05-28,204691.2311268454
2015-05-29,203745.15739383886
2015-06-01,203818.4507137568
2015-06-02,202688.33649733578
2015-06-03,202776.26435718258
2015-06-04,200961.62451758736
2015-06-05,200127.3326997068
2015-06-08,197763.23531507206
2015-06-09,197253.56064315062
2015-06-10,200023.06732026677
2015-06-11,201052.45844276773
2015-06-12,199598.6177133134
2015-06-15,198912.32643163105
2015-06-16,200037.2467998133
2015-06-17,200247.05131337992
2015-06-18,202659.47833087665
2015-06-19,202277.58769759745
2015-06-22,203051.25924406547
2015-06-23,202916.574245335
2015-06-24,201726.88462875236
2015-06-25,201236.85258225337
2015-06-26,199770.30925783343
2015-06-29,194874.27472289745
2015-06-30,194999.12419784602
2015-07-01,196262.69575183874
2015-07-02,196283.46620900396
2015-07-06,196055.0314201945
2015-07-07,196904.5139598823
2015-07-08,194642.1355685902
2015-07-09,194524.53166342847
2015-07-10,196550.54083174624
2015-07-13,198090.71152724567
2015-07-14,199023.1650875552
2015-07-15,199222.08201397146
2015-07-16,201266.18228142257
2015-07-17,202698.9634620549
2015-07-20,202735.63285630674
2015-07-21,202326.2947804507
2015-07-22,201223.11843613855
2015-07-23,200558.1836473099
2015-07-24,199122.91110536433
2015-07-27,197487.63823440368
2015-07-28,199348.2894733048
2015-07-29,200439.5995729278
2015-07-30,201289.58857408303
2015-07-31,201536.2245281862
2015-08-03,201045.20867751382
2015-08-04,200593.8261325075
2015-08-05,201334.04836399198
2015-08-06,199817.44238853786
2015-08-07,199824.40346743562
2015-08-10,202028.33424093574
2015-08-11,200901.20788182894
2015-08-12,201401.289724913
2015-08-13,200811.9731791228
2015-08-14,201186.48323940643
2015-08-17,202404.2079524402
2015-08-18,201603.86004356638
2015-08-19,201083.54236573537
2015-08-20,197942.6339840617
2015-08-21,194989.84030592613
2015-08-24,191859.42929363504
2015-08-25,190450.92092926416
2015-08-26,192191.25001329178
2015-08-27,193511.57778274472
2015-08-28,193767.3646997455
2015-08-31,192952.51773742065
2015-09-01,191706.27468279385
2015-09-02,192361.31789766517
2015-09-03,192198.55353843127
2015-09-04,191505.03694364888
2015-09-08,192426.959659748
2015-09-09,191533.98177606403
2015-09-10,191728.54811259484
2015-09-11,191999.20127633706
2015-09-14,191720.29139260107
2015-09-15,191783.19020295818
2015-09-16,192585.7083724973
2015-09-17,193148.15924750408
2015-09-18,193040.56805969117
2015-09-21,192732.18315887282
2015-09-22,192027.68452391337
2015-09-23,192143.7799793957
2015-09-24,192594.3587013573
2015-09-25,192210.02715552144
2015-09-28,190719.13903257382
2015-09-29,190554.40486257887
2015-09-30,191086.90407863405
2015-10-01,191370.27605649614
2015-10-02,192800.49402335664
2015-10-05,193434.57764518284
2015-10-06,193447.56246773305
2015-10-07,193691.27140136072
2015-10-08,193770.26533216378
2015-10-09,194106.42949317134
2015-10-12,194391.23327862032
2015-10-13,194074.87691111962
2015-10-14,194476.0028908715
2015-10-15,195328.57181068556
2015-10-16,195440.8803273231
2015-10-19,195370.51039050677
2015-10-20,195251.00683821758
2015-10-21,194921.4892730646
2015-10-22,196228.80480925512
2015-10-23,198462.84805734456
2015-10-26,198435.63577726422
2015-10-27,198506.067729419
2015-10-28,199489.229227444
2015-10-29,198612.11979893874
2015-10-30,197911.69566968843
2015-11-02,199260.22868632205
2015-11-03,198999.1282035834
2015-11-04,198606.51416021487
2015-11-05,198148.93967660874
2015-11-06,197507.784993637
2015-11-09,196122.90546338714
2015-11-10,195990.45646446518
2015-11-11,195443.5741232505
2015-11-12,193499.51172579065
2015-11-13,192319.57061624218
2015-11-16,193554.98259562455
2015-11-17,193240.85234005636
2015-11-18,196341.53520254875
2015-11-19,196683.1574322257
2015-11-20,197235.79509477003
2015-11-23,196743.4614514159
2015-11-24,196838.77149834036
2015-11-25,196920.25589440513
2015-11-27,196938.78811335727
2015-11-30,196760.29728070184
2015-12-01,198805.11881469318
2015-12-02,197106.084493343
2015-12-03,194347.74284543158
2015-12-04,198811.86249304283
2015-12-07,197803.92463590257
2015-12-08,197400.40626999422
2015-12-09,195522.90314144152
2015-12-10,196216.29542804736
2015-12-11,193628.99632177342
2015-12-14,193205.80983001142
2015-12-15,194008.85146909356
2015-12-16,195422.61478696432
2015-12-17,193080.62398254263
2015-12-18,192092.39023890428
2015-12-21,192951.622050098
2015-12-22,193296.221508923
2015-12-23,193730.74935349321
2015-12-24,193995.8620904802
2015-12-28,193472.81457969223
2015-12-29,195001.9510565877
2015-12-30,193677.90184859833
2015-12-31,192161.6627297209
2016-01-04,191305.8245354095
2016-01-05,191426.45804244897
2016-01-06,191110.57982924732
2016-01-07,189440.67068346735
2016-01-08,188528.7572054444
2016-01-11,188515.78399063685
2016-01-12,189112.85264470446
2016-01-13,187817.98800049315
2016-01-14,188163.3945519738
2016-01-15,187536.0180265665
2016-01-18,187532.71486534987
2016-01-19,187534.2693852274
2016-01-20,187746.95482585492
2016-01-21,187686.06013402613
2016-01-22,188389.82236961974
2016-01-25,188213.46081553854
2016-01-26,189120.44015742937
2016-01-27,188316.5870155549
2016-01-28,188400.29167331182
2016-01-29,190198.1885688122
2016-02-01,190426.8724531661
2016-02-02,190021.71974288183
2016-02-03,190183.28842519774
2016-02-04,190747.79471308345
2016-02-05,190508.35017534063
2016-02-08,190624.7194177751
2016-02-09,190628.82546856883
2016-02-10,190880.20208616773
2016-02-11,191869.53483190166
2016-02-12,192024.57303268329
2016-02-16,191583.6587335959
