,NTSX,Platinum Proxy-Aware,F-TAA Stitched,SPY
2009-04-21,82799.14027705962,102508.17503224936,84162.77777791575,58046.384332474445
2009-04-22,82346.67557460717,102985.0091242027,83958.8824113247,57691.61466247831
2009-04-23,82580.20896988269,103339.41103087942,84571.0783703634,58257.90473673569
2009-04-24,83308.3130887717,103790.42605778018,85133.6844443004,59138.32213166119
2009-04-27,82782.23786001398,103424.25258773293,84692.41790496575,58578.739046086026
2009-04-28,82196.05403572711,102903.04345544225,84332.42180370248,58394.44701378836
2009-04-29,83357.72015398202,103371.25695403348,85067.24824559239,59636.44117170091
2009-04-30,83149.3903628219,103439.83829237451,85075.57664464494,59656.86245067361
2009-05-01,83147.39007678098,103344.31550364754,85260.02152983687,59977.59665571526
2009-05-04,85427.91619201546,104175.03708703797,87544.25570937728,62018.12288404518
2009-05-05,85091.66810853952,104029.80136289794,87097.85131942946,61806.50237547525
