,NTSX,Platinum Proxy-Aware,F-TAA Stitched,SPY
2010-08-18,100672.59618125393,121083.79487784195,104219.72937890733,76789.31446567323
2010-08-19,99976.79668192552,120802.52330776874,103764.05178604489,75453.42246620978
2010-08-20,99684.85493425559,120748.26219128701,103403.5295837018,75208.66743146359
2010-08-23,99336.20507732607,120485.04309892897,103285.3867675283,74921.86858706773
2010-08-24,98864.2375859748,120253.8841276757,102963.51118664313,73809.80982183437
2010-08-25,98955.75067234614,120682.37943383484,103149.68959664392,74096.50856192152
2010-08-26,99038.46250013752,120346.37568544713,103268.92039403948,73599.99119082085
2010-08-27,99173.08175069035,120627.18886226999,103787.39626266104,74739.97905817862
2010-08-30,98886.840818237,120375.21528874482,103494.59143488233,73655.84939506966
2010-08-31,99243.7918622363,120602.85620286428,103671.11532857324,73655.84939506966
2010-09-01,100670.79592381712,120665.18162305804,104605.4382034286,75859.04512502028
2010-09-02,100964.63794322588,120913.00196333714,104919.77207645628,76565.48123144316
2010-09-03,101593.52787448606,120899.9973574528,105217.89593965134,77558.61607795324
2010-09-07,101595.52816052697,121089.86255291323,104629.77200131529,76684.40515016648
2010-09-08,101725.34672458163,121169.9025574845,105047.58798241396,77222.96633091682
2010-09-09,101281.88330931323,120857.97357318483,105141.32539900982,77579.63798277806
2010-09-10,101371.1960810396,120931.53015795097,105467.81874983979,77971.34614268069
2010-09-13,102565.36684745921,121867.09385375502,106609.13249547768,78838.64987316784
2010-09-14,102966.72424156654,122997.47149334468,106948.83073211361,78789.5987619099
2010-09-15,102471.25338923467,123452.15486463015,107310.33505314762,79090.41220952231
2010-09-16,101999.58594078953,123984.98919713478,107359.38305107871,79069.39030469749
2010-09-17,102416.74559462004,124193.24068366484,107388.71573630499,79098.92107576094
2010-09-20,103772.73950174877,125620.85003925196,108975.419169704,80308.38133334936
2010-09-21,104083.88399541135,125947.75128190099,108957.41458068366,80146.71287481557
2010-09-22,104016.97442734313,125872.84391940276,108620.04027324145,79752.90252443046
2010-09-23,103520.90348919896,125888.21883670367,108024.22760324007,79105.92837736922
2010-09-24,104726.4758860517,127555.02265140742,110103.76034150245,80737.32829608452
2010-09-27,105092.22818863098,127169.80804332356,109615.24747302938,80350.5252473077
2010-09-28,105653.70848031268,127608.56684206592,109968.31337711692,80631.81835472562
2010-09-29,105351.56527383416,127433.18400097422,109806.36247467455,80491.17180101667
2010-09-30,105118.03187855864,127081.15526811115,109428.06112231578,80252.12271186576
2010-10-01,104953.20830878816,126989.61105710425,109854.66032531265,80589.6744407673
2010-10-04,104393.32824593916,125162.0800475231,108924.76016533695,79984.94431197309
2010-10-05,105898.64350602136,129607.20887438761,111294.61308097286,81595.12211724617
2010-10-06,106351.00819417178,128571.93417865531,111244.14851267537,81588.1148156379
2010-10-07,105937.8491124231,128862.45147161747,111125.45489495729,81489.71228019596
2010-10-08,106827.37631481302,129984.01867939728,111875.57882147843,81946.78855367293
2010-10-11,106926.99055965003,130195.45584386018,111944.35769600746,82024.06907998135
2010-10-12,106924.69023070301,131058.79563099687,112254.84038833625,82277.2328766575
2010-10-13,107528.77661505595,132255.22624056868,113262.11579585787,82917.09961780175
2010-10-14,106797.17199559537,132081.05334467717,113172.76868018413,82593.66259642548
2010-10-15,106297.00047106738,134647.31588539598,113764.18519328444,82762.43846087623
2010-10-18,107082.7128279344,134567.47411411704,113997.74383731678,83170.2634144779
2010-10-19,105930.1480111656,132248.5076979157,112372.61998910202,82080.32770146492
2010-10-20,107135.42036511221,133583.48074328536,113530.16597280157,82881.96300545167
2010-10-21,106556.03751336443,133759.32453791503,113469.49851682193,83064.753473119
2010-10-22,106959.29517921063,134729.8032495722,113856.95556984778,83219.5147343532
2010-10-25,107479.56957844974,135522.96849533892,114296.38047405555,83465.57112511239
2010-10-26,106834.8773874664,135990.04519346426,114224.92125925816,83479.68583263762
2010-10-27,106119.47508493715,136095.52006261033,113832.38662723827,83240.53663917803
2010-10-28,106358.50926682515,136632.97683152495,114183.89109670128,83254.65134670326
2010-10-29,106877.28345153357,136580.68730739687,114245.93546041797,83317.91726979513
2010-11-01,106616.44615179973,136491.5426810427,114202.35747345677,83346.04658053693
2010-11-02,108007.54507894629,138086.5256612682,115314.2367591868,84007.03533081472
2010-11-03,107516.97492741463,138740.91190764023,115728.60071250646,84344.58705971623
2010-11-04,109723.09040192749,141160.1519187334,117894.58734071582,85968.87957251456
2010-11-05,109365.23922920978,141228.24480447563,118019.07254878778,86292.31659389084
2010-11-08,109423.74759590623,141540.89590911544,117865.03219765736,86130.54803104835
2010-11-09,107949.5367837601,140422.8623244123,116913.92455462164,85511.80329903761
2010-11-10,108432.50584833632,140729.84032486627,117454.81797375027,85856.3623295474
2010-11-11,108018.74668077535,140261.25096064407,116861.40731316636,85532.92530817112
2010-11-12,106363.7100105315,136605.47541307667,115303.29830950317,84520.37022577526
2010-11-15,105522.68974463348,135841.35580179698,114994.1299560055,84400.74557689112
2010-11-16,104770.08212174341,132477.01209306723,113027.93830765777,83085.87548225251
2010-11-17,104566.4530027794,132942.56311907485,113242.17870480171,83128.11950051955
2010-11-18,106115.27448425125,136074.77413795737,115143.84069811103,84351.5943613245
2010-11-19,106404.61586006799,136319.47827846595,115304.20282879341,84583.63614886714
2010-11-22,106489.8280454105,137614.25978403765,115346.47662614362,84513.2628198583
2010-11-23,105593.49987048148,135380.08901639195,113462.33769096648,83289.78795905334
2010-11-24,106283.39852598922,138218.17078015485,115200.53155065652,84520.37022577526
2010-11-26,105896.64321998047,136995.98686124175,113989.2324673513,83535.94445412119
2010-11-29,106472.72559976077,136914.14182916572,113950.1776110121,83789.00814648865
2010-11-30,106155.58024797546,135389.83043932612,113085.03054989087,83317.91726979513
2010-12-01,107270.8397300814,139506.92655449308,115443.52802110411,85089.8636379107
2010-12-02,108197.6722671342,141302.9724227089,116862.59383136911,86179.79935092367
2010-12-03,108317.38938668229,142088.02075231523,117446.71175312782,86411.84113846629
2010-12-06,108843.76465834616,142143.01039581944,117328.40132118174,86320.44590463264
2010-12-07,108113.86028202032,142002.18038033662,117243.98319422475,86369.69722450795
2010-12-08,108100.35835124423,142494.46611102068,117510.35444389406,86686.12694427594
2010-12-09,108557.72375449691,142672.84984569778,117803.8292723252,87023.57856886876
2010-12-10,108846.46504450137,143360.29894917613,118360.35143538972,87529.90616222104
2010-12-13,109041.79297639562,142653.28284905298,118590.46128422458,87586.16478370462
2010-12-14,108561.72432657871,142601.76736399482,118695.79149067544,87663.54541432172
2010-12-15,107781.11269911597,141928.61433913393,117938.46054321413,87262.72776232834
2010-12-16,108395.20051367347,142385.2432652909,118590.70567727208,87768.95525137192
2010-12-17,109267.42524180959,142654.04594310606,118595.32330764679,87862.95319723152
2010-12-20,109595.67218112189,142614.95990769495,118861.78304025064,88075.0742273449
2010-12-21,110509.00278739861,143137.2882605261,119618.71309332363,88633.45606121578
2010-12-22,110592.4147153043,142983.7746668471,119820.8799597949,88909.1433273471
2010-12-23,110429.09136006451,142723.31784986975,119622.20154632075,88781.91075100256
2010-12-27,110811.54605108532,142818.56060079436,119645.13829190633,88817.24757196999
2010-12-28,110297.37252427096,142865.11952943876,119761.31686255753,88944.48014831454
2010-12-29,110876.95540462286,143145.0317986765,120117.30910380727,89008.14648864117
2010-12-30,110625.31942067717,142877.25511083516,119792.92379438425,88866.69910046269
2010-12-31,111197.60125697975,142706.8377192055,119942.05662505883,88887.92121390489
2011-01-03,111779.9845377889,144340.7422109081,121182.55147080323,89806.77866336724
2011-01-04,111283.41352813454,143803.0629227874,120872.43985386973,89757.32713487455
2011-01-05,111024.47650013953,144401.92344477118,121318.67358357458,90223.91331767703
2011-01-06,110818.1469950203,144307.0538443755,121001.0890762759,90047.1291085311
2011-01-07,110773.14055909995,144161.0800677791,120763.99001374483,89870.44500369385
2011-01-10,111083.38492404415,144474.51180701112,120818.8028801614,89757.32713487455
2011-01-11,111277.91274152203,144742.5538954629,121234.84324002264,90075.45862789027
2011-01-12,111818.89010128447,145851.9161809363,122408.43389975949,90888.30561445026
2011-01-13,111841.99340505691,145715.81805245325,122316.77334777206,90739.9510289722
2011-01-14,112214.54668017528,146683.53167611742,123065.0620391294,91397.23591982847
2011-01-18,112169.34021565084,147186.03058796155,123412.60350533704,91552.7980155322
2011-01-19,111436.83546747186,145502.19892789246,122292.83635612602,90655.06257520337
2011-01-20,110605.51658887221,144393.1271781896,121673.92257490412,90534.93740477579
2011-01-21,111018.47564201681,143736.28158079603,121621.87615670695,90739.9510289722
2011-01-24,111412.33196347077,145088.0788482651,122594.82377566096,91255.88863595868
2011-01-25,111613.66075348775,145204.73256372852,122641.96689352706,91305.34016445137
2011-01-26,111831.19186043607,145909.13385023517,123238.46837645069,91658.80847843453
2011-01-27,112023.91942047713,145997.71329629782,123519.52479073085,91885.04421607315
2011-01-28,110990.5716517462,142110.08924013592,121295.06073003757,90280.47225208669
2011-01-31,111517.54700922231,142376.4056456435,122075.88017834885,90959.07936069385
2011-02-01,112806.03126247055,144118.7750680613,124121.15596054005,92415.19663489355
2011-02-02,112734.82107941437,144147.5712529394,123923.53927622455,92238.41242574764
2011-02-03,112438.57871675651,144386.93987942103,124173.62663102518,92443.42604994404
2011-02-04,112118.63296451392,145130.98108588372,124483.41837259922,92704.99860855012
2011-02-07,112784.12813032264,145314.5028031446,125085.37035898164,93284.60255586321
2011-02-08,112930.14901130862,145728.36479290412,125771.27454134943,93708.74451178127
2011-02-09,113176.28420864185,145510.17079865903,125536.60147251496,93496.62348166789
2011-02-10,112686.01410001631,145654.9508696694,125483.32567225517,93531.96030263536
2011-02-11,113668.45458900623,146574.7105853578,126114.36293402767,94090.44224081494
2011-02-14,113960.2963223741,147114.79680990533,126417.58451918921,94316.57787414487
2011-02-15,113657.65304438536,146820.52201694503,126151.3832582875,94019.76859888004
2011-02-16,114203.53110494801,147932.80368215067,126995.7519243144,94613.48725371837
2011-02-17,114760.71078164178,148384.83833899602,127284.10510737615,94896.18182145797
2011-02-18,114757.01025246612,148146.0128832121,127414.85463640261,95094.1881440461
2011-02-22,113522.3336937182,145667.17987800427,124668.42845377626,93185.69949887783
2011-02-23,113326.20564740758,144280.88273316884,124098.47996407517,92613.10285317301
2011-02-24,113442.12222347796,144926.81562436637,124206.91660069472,92549.4365128464
2011-02-25,115018.44763801224,147216.0314316054,125652.13463005265,93539.06770855232
2011-02-28,115539.5221516677,147186.76652885322,126283.65894153123,94118.67165586542
2011-03-01,114467.66887664936,145593.4090659434,124538.02549379983,92549.4365128464
2011-03-02,114206.83157691552,146179.98693783078,124938.79279883577,92747.34273112584
2011-03-03,115265.18292115773,147238.79147276192,126861.02685987581,94344.90739350404
2011-03-04,115102.35963742816,147011.25779162173,126137.7449379123,93638.07086984639
2011-03-07,114056.21003803545,144895.996307079,124984.96289124258,92902.90482682956
2011-03-08,114461.96806143278,145057.61870413375,125704.04980357511,93715.85191769825
2011-03-09,114668.69762376019,144361.34450883485,125374.64741631046,93581.51193543672
2011-03-10,113431.52070746118,143026.08905976513,123177.84408671901,91849.70739510571
2011-03-11,113668.05453179804,143750.1952007585,123826.95846139033,92485.87027682846
2011-03-14,113209.98902843107,143342.11069306787,123063.77369069088,91927.38833864887
2011-03-15,112432.97791584197,141376.26292693298,121363.01612637819,90874.19090692503
2011-03-16,111538.95006985999,138747.70455059566,118919.7061687879,89191.83789508669
2011-03-17,112711.11768982964,139857.01953862663,120609.50917726902,90372.36800746378
2011-03-18,113289.40038425497,139970.60204750238,121026.26858419266,90701.01045289192
2011-03-21,114490.5721518177,142162.29011190264,122794.5406979146,92106.67515551206
2011-03-22,114488.17180856863,141808.83020089075,122509.53136992775,91787.24230648336
2011-03-23,114640.09353337527,142591.23760730354,122836.06535860186,92049.91601248502
2011-03-24,115085.15717747639,143570.24613454484,123943.52253395444,92930.23330310184
2011-03-25,115330.59227469529,143711.56265999554,123797.60692823371,93214.12912254571
2011-03-28,114951.63808424605,143172.52740251002,123480.11602763926,92987.09255043756
2011-03-29,115177.07032105593,143733.1836357033,124114.84471130677,93611.74343666101
2011-03-30,116107.00330147213,144167.9461554958,124975.68852379727,94257.81664494403
2011-03-31,116196.91615901075,144272.799819844,124935.06103774605,94129.98344274734
2011-04-01,116757.49632197405,144130.7205252991,125451.70340408194,94527.49765255397
2011-04-04,116823.20571841774,144009.67493132845,125296.27984863582,94605.67911764058
2011-04-05,116839.60806395314,144631.01658421144,125184.42550696955,94591.46430580666
2011-04-06,116602.17411089786,144998.02145393792,125649.61010691707,94889.67504139314
2011-04-07,116317.83345018339,144871.68091328559,125383.59418918856,94648.22344883368
2011-04-08,115928.87782952964,144334.9569278277,125208.08577651117,94321.68319388804
2011-04-11,115449.9093370352,143803.8745232776,124701.31001448279,94037.68727013549
2011-04-12,115009.14630792203,142672.70020805704,123806.52180377387,93334.85491882543
2011-04-13,115282.58540971359,143448.38132005604,124084.91732246689,93327.74751290846
2011-04-14,115465.91162536244,143503.67347300457,124396.22549857492,93398.82157207812
2011-04-15,116316.7332928609,143776.18235176164,124658.78130338556,93739.5766388577
2011-04-18,115253.88130502663,142752.1805541221,123342.93066093873,92688.88181485108
2011-04-19,115868.26916249025,143448.0498139933,123986.94111526424,93221.33663277136
2011-04-20,116970.22674242419,145608.26600987068,125922.9991888934,94492.06072727784
2011-04-21,117392.78716856512,146653.10717610113,126554.10634997042,94974.76370377935
2011-04-25,117317.47639912508,146997.4024702302,126564.49659569729,94875.4602295592
2011-04-26,118398.93104713975,148008.58903508703,127339.9041545761,95691.91097123204
2011-04-27,118620.66275477395,149517.25329924098,128396.02462803223,96316.56185745547
2011-04-28,119166.44080103455,149486.9543259764,128818.69875131047,96628.9874048759
2011-04-29,119548.09537763902,149771.20006509632,128964.88044382884,96856.12408129271
2011-05-02,119205.94645034241,149175.75105880774,128918.97845913765,96707.06876565382
2011-05-03,118860.99712258852,148336.19252824143,128305.76834540273,96359.20629295726
2011-05-04,118278.11377026915,147868.7799545395,127465.95237117817,95720.34059489988
2011-05-05,117335.07891628503,146249.7785574974,125772.13099528983,94854.13801180832
2011-05-06,117353.48154786133,147141.4601792401,126139.61447201938,95272.97443936582
2011-05-09,118072.18432235811,147948.48137966014,126905.85011670165,95642.15912981327
2011-05-10,118541.15138464801,149705.31895647172,127853.91620323803,96458.50976717741
2011-05-11,117372.88432245812,148362.2714811838,126310.23798815088,95443.35197275561
2011-05-12,117403.1886559778,149417.5296375489,126742.11978239294,95897.72542989795
2011-05-13,117053.53865602781,147746.74022834902,125574.16984958858,95159.35604900306
2011-05-16,116647.48058972434,145461.4946554835,124865.68113772591,94556.02738053052
2011-05-17,116976.22760054689,145259.6683300967,124947.62237675033,94541.81256869658
2011-05-18,117402.98862737372,146680.30139434073,125857.28885607123,95386.59282972857
2011-05-19,117586.91492883481,146817.93116673152,126192.53567272797,95613.7295061454
2011-05-20,117020.5339363529,146217.38640519688,125323.61295427186,94854.13801180832
2011-05-23,116303.9314621991,143508.90321994305,123730.57254999223,93753.69134638294
2011-05-24,116372.9413306103,142874.22126793806,123878.43589574318,93675.7100899137
2011-05-25,116567.76919099432,143249.342103398,124353.76899261837,93988.03553302542
2011-05-26,117448.59514910633,143907.08882639228,124997.07055395804,94421.08677241686
2011-05-27,117900.05970853833,144621.34202095924,125640.8407258316,94783.16405694734
2011-05-31,118755.48203393086,145425.63319673415,127120.31244492794,95769.89222770128
2011-06-01,117639.92250891877,142117.49767415645,124813.6872567725,93618.85084257797
2011-06-02,116921.71980593227,142257.08958604737,124931.8806600856,93519.44726404914
2011-06-03,116419.94805257152,140239.18111131646,124336.6613238997,92589.47823632225
2011-06-06,115215.9758845515,139316.7632719292,123230.91122291499,91609.75736717661
2011-06-07,115458.11050980291,139144.43274208021,123558.7442883703,91552.89811984087
2011-06-08,115397.0017712533,137474.63697451408,122829.51155467847,91169.5987218682
2011-06-09,115682.9426608005,137881.72065701784,123585.20359279553,91865.32366726128
2011-06-10,114903.03113345208,135918.66572600565,121755.56247865899,90587.49216683785
2011-06-13,114697.10168554104,135544.7289373086,121650.48021581036,90658.46612169882
2011-06-14,114860.825097989,137262.49271829895,122847.66909761657,91808.46441992557
2011-06-15,114139.82199454524,135396.43632869917,120857.22455681126,90175.66304088861
2011-06-16,114375.15564725758,134875.15071705583,120810.4743183826,90374.47019794627
2011-06-17,114466.76874793095,134945.20985757196,121305.13626976513,90644.1512055562
2011-06-20,114867.42604192399,135521.15862679065,121514.48891905343,91107.93446771537
2011-06-21,115876.77037816409,136953.593320725,122989.1209596272,92356.43540569274
2011-06-22,115319.59070147031,136514.69105541904,122367.99615675426,91799.95555368694
2011-06-23,115342.39396233663,136654.7981433922,121647.97505947009,91535.98049167234
2011-06-24,114285.94288983324,135306.74693491313,120559.98845143936,90472.8727333882
2011-06-27,114403.25966613225,136052.17995236744,121012.16117932877,91279.11283557468
2011-06-28,115055.65295837306,137072.89258213292,121995.77916392514,92470.55431759894
2011-06-29,115226.47738626624,137438.3148444192,123020.72831093924,93262.4795036428
2011-06-30,115942.17973170165,138228.64064269367,123573.98946967126,94154.40889406762
2011-07-01,116901.11685971094,139444.46022345527,124358.3721316672,95545.55847192775
2011-07-05,116709.7894998985,139997.0896634695,124348.07351203798,95467.07669391506
2011-07-06,117042.93714001104,140320.86808835587,124375.51067604928,95581.29571012997
2011-07-07,117621.41986304043,142449.50024945632,125463.06724928271,96572.92899200969
2011-07-08,117644.02309530265,141926.58205078705,124749.90043729718,95888.01531195507
2011-07-11,116890.71537229825,139273.6679342321,122771.09549448719,94154.40889406762
2011-07-12,116661.58260631272,138283.5496183632,122434.31706476568,93747.68508786157
2011-07-13,116904.51734598048,139221.03529256608,123225.78840590961,94061.61219991231
2011-07-14,115697.24470599297,137201.5916430784,122415.87294318838,93412.33565375122
2011-07-15,116206.61754630912,139360.26963211285,123081.8888418709,93954.60069392307
2011-07-18,115145.06574440147,138297.60331404186,122254.65458516078,93183.9977256301
2011-07-19,117179.75670520884,141357.5276625556,123704.71159653082,94696.57382993078
2011-07-20,116735.89323273228,140846.0408399079,124096.82483593529,94639.51437397768
2011-07-21,117615.41900491773,142029.79455148528,125414.513813356,95952.28227813382
2011-07-22,117873.6559327984,143391.94704486532,125766.62517914112,96016.4491400039
2011-07-25,117060.3396285669,143040.18407359044,125245.95580517226,95481.39161005769
2011-07-26,116954.12443979489,143219.81548965618,125276.02939278724,95124.61985388775
2011-07-27,115290.68656817924,139467.1575907991,122733.11741652868,93176.89031971316
2011-07-28,115270.78372207227,139447.35414580448,122629.8786543953,92905.80785178156
2011-07-29,115940.77953147302,138711.38049922948,122292.01947260572,92270.84622176309
2011-08-01,115876.17029235182,137840.24539380323,121648.22773112853,91878.43733169965
2011-08-02,115111.26091031019,135636.51753032423,119175.99765999462,89531.19150154461
2011-08-03,115561.6253124197,135580.4132174056,119786.58164425204,90016.29698145468
2011-08-04,113436.62143686548,135035.32794121018,114452.143624723,85799.80339513774
2011-08-05,111888.30002690385,135267.2877446543,114445.42694793858,85671.3695670889
2011-08-08,108636.23498160238,136152.80480455383,113112.74821209218,80092.1560265797
2011-08-09,112110.13174884008,136892.52242544375,115180.50350251759,83816.43672706961
2011-08-10,110292.87188067895,138009.81431103026,114961.8231951508,80113.57834863929
2011-08-11,111164.4965230028,137441.34844907298,115444.80143997405,83709.42522108038
2011-08-12,112204.44523566871,137311.36822669496,115604.47651862678,84273.01247900311
2011-08-15,113225.59125955011,137857.0933412407,116389.64100041646,86056.67105123539
2011-08-16,113187.78585337703,138308.14793200462,116423.63611591258,85321.80532114464
2011-08-17,113941.89369079779,138382.6608264792,116678.35960626382,85378.86477709774
2011-08-18,111788.5857677648,138799.9636816523,115708.84676436073,81697.42872072701
2011-08-19,110961.06743264287,139200.42121204853,115628.24839061247,80363.33859881997
2011-08-22,110859.05284455678,140291.7255148594,116305.62976216832,80427.50546069004
2011-08-23,112427.0770720213,139037.5187292326,116173.94063662892,83074.46359106188
2011-08-24,112143.63654002524,137697.63055232656,115262.13080287038,84244.48275102657
2011-08-25,111435.8353244514,137731.41666631124,114906.02880410447,82960.24457484699
2011-08-26,112789.02883112288,139125.58502749255,116012.45081627143,84166.00097301388
2011-08-29,114355.7528726608,138522.71553292093,116172.32842762097,86584.62117526463
2011-08-30,115334.29280387098,139777.74902236625,117042.89353433346,86812.95910338573
2011-08-31,114933.43548127383,139462.12021524948,117138.57109203974,87198.16048322352
2011-09-01,114724.00553279118,139434.16121022837,116816.02514529836,86284.9088750478
2011-09-02,114209.83200597686,140501.63369694928,117043.81226887311,84080.41178908423
2011-09-06,113823.57677147831,140450.6210677889,116203.93646899823,83466.77237681666
2011-09-07,115149.76641659757,139288.1164452424,116257.7611157445,85821.22571719733
2011-09-08,114490.97220902589,140358.13815065913,116423.9754572919,84929.3964310812
2011-09-09,112964.25388830602,139938.69849485546,115365.66798226602,82703.47702305803
2011-09-12,113390.61485792468,139107.5140733713,114816.21153148467,83238.53455300423
2011-09-13,113463.22524120951,139659.18575653204,115182.78818910917,84001.93001107154
2011-09-14,114827.12027819979,139439.62858068218,115347.02775336137,85164.84176511926
2011-09-15,115185.6715510318,138917.71332947348,115376.72650572399,86634.57322530077
2011-09-16,115820.06226890447,139353.860112277,115647.97564103102,87147.30749440918
2011-09-19,115899.7736676345,138717.6666522228,114470.0440463031,86279.60334668725
2011-09-20,115818.26201146765,139271.75478328645,114835.34602079957,86179.19872507153
2011-09-21,114833.32116492659,138620.5996101542,112878.383457891,83640.45335239319
2011-09-22,114046.20860783092,137323.0820271571,110373.33504766967,80936.83618330302
2011-09-23,113482.22795859809,135163.15961444352,109420.68849432332,81424.544375239
2011-09-26,114382.45669130687,134705.2791515252,109450.69795823605,83360.7619139143
2011-09-27,114508.6747404879,135537.00529310672,110302.42694044097,84293.13344504974
2011-09-28,113084.97115087457,134326.85396567127,109337.3256913662,82571.93996143983
2011-09-29,113891.98655407724,134611.6888437756,109767.06285393736,83224.51994978767
2011-09-30,113553.73818456038,134535.03708100566,109169.547934702,81144.8529367601
2011-10-03,112586.89992668953,134911.21503643467,108964.43449846997,78835.64674390716
2011-10-04,114085.01415702447,134404.66290802127,109017.6000265086,80563.84752912536
2011-10-05,115031.44949727812,134960.3182052147,109640.24506629627,82055.6019372186
2011-10-06,115615.6330355241,135288.3088873096,110403.46652543558,83540.04873077749
2011-10-07,114561.68232057184,134969.15318678325,109931.9565415335,82980.66585381968
2011-10-10,116182.91415672441,136064.1549249294,111220.95066883475,85756.05781224037
2011-10-11,116029.79226029322,135856.27022817128,110933.47553989402,85842.04741340477
2011-10-12,116061.69682264564,136124.07314357586,111224.29553515434,86595.13212767706
2011-10-13,116358.33924251169,135999.4769269671,111183.44454630313,86422.95271673084
2011-10-14,116843.00855022269,136360.9341230566,111633.5382861006,87900.29210437277
2011-10-17,116122.30548968502,136100.87463051453,110517.29134741795,86222.1434734994
2011-10-18,117517.10494600728,136034.8641839795,111488.89017599083,87907.49961459842
2011-10-19,116699.38801248578,135497.74815950176,110430.812859387,86867.61605593028
2011-10-20,116764.09726590903,135018.606295898,110327.89369342757,87247.71211602491
2011-10-21,117573.41299805872,135482.53122950843,111556.98633978455,88904.33832052999
2011-10-24,118598.15953681376,135921.74421728204,112569.58063698228,89994.37413785164
2011-10-25,117994.0731524608,136709.43348665198,112262.51943841703,88244.5508219565
2011-10-26,118161.99716559467,137059.85495770385,112883.80917583665,89140.98490627235
2011-10-27,119132.63596694329,137673.36287088704,115071.78722027267,92246.22056182542
2011-10-28,119494.88776895097,137683.13865990585,115060.87989518682,92224.69813545716
2011-10-31,119442.98034618952,136905.66518416823,112649.80221404793,90001.5816480773
2011-11-01,118748.68106139178,136183.5056058985,110191.26546701252,87491.5662119929
2011-11-02,119651.11010874556,136601.4488225232,111439.88616166702,88918.6532366726
2011-11-03,120458.62558345843,137735.3870557439,113334.75326535522,90539.44209866681
2011-11-04,120095.27362412827,137611.93520597633,112737.5942554487,89987.166627626
2011-11-07,120717.46259715139,138514.13817564325,113525.73195747593,90546.54950458379
2011-11-08,121198.53138998877,138481.07413458198,113981.3430220225,91708.3601112359
2011-11-09,119009.51836112565,136912.7153033744,111483.74648568581,88323.43301720392
2011-11-10,119265.45496005929,136818.12545574995,111873.13424876935,89155.29982241496
2011-11-11,120619.54859544916,138027.76965830583,113402.46891506009,90833.44845328834
2011-11-14,120419.72001996286,137562.03989078818,112358.1061954141,89972.85171148337
2011-11-15,120729.76435630296,137931.69814895617,112936.7904624865,90417.51505068282
2011-11-16,119804.23200517673,137300.48352070528,111332.44600782513,88983.22051577744
2011-11-17,119105.23204818291,135721.07253774762,109454.40629944792,87570.44840724036
2011-11-18,119050.22418205804,135670.6624279919,109214.50738304965,87477.15119154159
2011-11-21,117844.55177090324,134367.33778042466,107910.05581154993,85813.41758111953
2011-11-22,117995.47335268946,134506.11622236745,108178.33452931205,85476.36637376146
2011-11-23,116606.57474018785,133834.50452208242,107480.6706115067,83590.30109373968
2011-11-25,115667.64047258759,133350.38340824624,107110.91698074616,83432.53670324478
2011-11-28,117944.96613015661,134732.364393094,108460.65342263822,85849.25492363042
2011-11-29,117655.42472573578,134694.23594872162,108551.86127031158,86093.10901959843
2011-11-30,120326.50669045672,136449.2708928206,110075.37142508723,89635.8005041253
2011-12-01,120002.06029462212,136411.74453075408,109896.47616668834,89621.48558798268
2011-12-02,120728.26414177226,136418.02919245782,109989.35471323007,89542.60339273523
2011-12-05,121510.07594085955,136161.82925414998,110145.37582030304,90517.91967229854
2011-12-06,121097.51694492315,136302.94939047587,110172.25042807298,90546.54950458379
2011-12-07,121525.17810046837,136641.3117595436,110505.41916667098,90883.60071194185
2011-12-08,120101.67453945914,135272.8800185337,108740.70769091076,88889.9233000787
2011-12-09,120829.17857253588,135690.91791077904,109767.29602659194,90395.99262431453
2011-12-12,120256.99675053534,134219.48121496566,108102.70906775721,89076.41762716751
2011-12-13,119932.15029749255,133282.76570011544,107075.54456363084,88244.5508219565
2011-12-14,119945.35218536251,131875.60939375692,105666.82948168111,87305.07188490407
2011-12-15,120075.4707923233,131791.99834145184,105750.56489943966,87620.60066589387
2011-12-16,120634.85078366207,132449.869225302,106117.47761124778,87750.53605857304
2011-12-19,120152.88186210628,132160.89561663868,105651.51646246928,86812.3584775336
2011-12-20,121612.1905432477,133228.1599407098,106746.15887387782,89439.29574616753
2011-12-21,121350.1530718893,133195.56912364787,106680.45808397952,89612.4762002006
2011-12-22,122229.67884407469,133169.433704666,106897.85173799531,90406.30336810957
2011-12-23,122352.39639268415,133442.41879414517,107118.42062073704,91214.64566077854
2011-12-27,122568.52729940382,133162.41030294372,106973.11345481522,91286.82086734378
2011-12-28,122240.88044590378,131839.28516764005,105639.42784393165,90088.772500946
2011-12-29,123201.91787425603,131895.5440807773,106457.56390841055,91019.74257175978
2011-12-30,122709.34743668344,132236.56191290772,106213.29067466641,90572.27631191703
2012-01-03,123331.93646691478,133726.5242002005,107831.70619429139,92015.68033891315
2012-01-04,123006.58994236178,134004.36436439227,107924.19968294,92160.13085635232
2012-01-05,123328.6359949473,134437.41306381923,107988.04380882361,92405.38641264198
2012-01-06,123553.16810303874,134317.0538097497,107710.43092092239,92167.33836657798
2012-01-09,123480.15766254577,134119.9786647237,107595.61325763549,92390.97139219068
2012-01-10,124044.23832608062,134894.1651506925,108453.77634187034,93192.10617463397
2012-01-11,124788.54476190095,135191.9082035804,108598.6022570556,93242.55874621356
2012-01-12,125064.78426414977,135444.55243712376,108868.48164146839,93466.29187613493
2012-01-13,125247.11033677818,135072.09383615668,108413.8425633713,92982.78806516391
2012-01-17,125495.54586305842,135533.48570031303,109040.12044319096,93343.66409799011
2012-01-18,125950.81096596814,137005.77388550618,110164.1849125419,94375.63941627176
