Date,Vol_%,In_Defensive,Exposure
2026-06-26,12.57,False,1.0
2026-07-02,12.34,False,1.0
2026-07-10,12.72,False,1.0
2026-07-17,13.4,False,1.0
2026-07-24,12.76,False,1.0
