Date,SPY Buy & Hold,System E Original,A: 80%SysE/20%R3 static,D: 15%vol-target on A (always),H1_BearTrap>=0.35,H1_BearTrap>=0.40,H1_BearTrap>=0.45,H1_BearTrap>=0.50,H2_VIX>=20,H2_VIX>=22,H2_VIX>=25,H2_VIX>=28,H2_VIX>=32,H3_CompRisk>=30,H3_CompRisk>=40,H3_CompRisk>=50,H3_CompRisk>=60,H3_CompRisk>=70,H4_State=Stress_only,H4_State=Warn+Stress,H4_State=Watch+Warn+Stress,H5_Liq>=30,H5_Liq>=40,H5_Liq>=50,H5_Liq>=60,H5_Liq>=70,H6_D1>=20,H6_D1>=30,H6_D1>=40,H6_D1>=50,H6_D1>=60,H7_D2>=7,H7_D2>=9,H7_D2>=11,H7_D2>=13,H8_Avol>=15pct,H8_Avol>=18pct,H8_Avol>=20pct,H8_Avol>=25pct,H8_Avol>=30pct,H8b_SPYvol>=15pct,H8b_SPYvol>=18pct,H8b_SPYvol>=20pct,H8b_SPYvol>=25pct,H9_Composite>=2of7,H9_Composite>=3of7,H9_Composite>=4of7,H9b_BearTrap|VIX&Risk,H9c_BearTrap&(VIX|Risk),H9d_BearTrap&VIX&(Risk|Liq)
2004-03-26,1.0017012877656464,1.0437327898702393,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932,1.0422549378341932
2004-04-02,1.03427035039359,1.0272882691526548,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107,1.0263572026395107
2004-04-09,1.0318345521993462,1.0241258655532246,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742,1.0231982868244742
2004-04-16,1.0269624378204287,1.0149875753856572,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902,1.0141022213437902
2004-04-23,1.0317443182665802,1.0081005873838145,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465,1.0073897636766465
2004-04-30,1.0010697538343725,1.0027187514020883,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288,1.0016387805554288
2004-05-07,0.9920479145290928,0.9848795364938154,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717,0.9838724024715717
2004-05-14,0.99276999318739,0.9869040118605796,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954,0.9858861504231954
2004-05-21,0.9906947163318652,0.9890853080110721,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676,0.9880409241051676
2004-05-28,1.0182114039115324,0.9996423343181636,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221,0.9987138023449221
2004-06-04,1.0192941075066344,0.9914507785472958,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226,0.9906839373550226
2004-06-11,1.0316539807357288,0.9921072363718121,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979,0.9915746363774979
2004-06-18,1.0289003436141313,0.997962429996979,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109,0.9972111454319109
2004-06-25,1.0308016792835324,1.0036060760812908,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948,1.0027427966408948
2004-07-02,1.0221091782931344,1.0154848458438497,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423,1.0141150851543423
2004-07-09,1.0116960166950388,1.0147781122369586,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908,1.0131332981976908
