Date,SPY Buy & Hold,System E Original,R3 Vol-Adjusted,R7 Full Kelly,A: Calmar blend Sys80/R320,C: Regime-switch SysE<->R7 (BearScore),D: 15% vol-target on [A]
2009-09-25,1.0528176192994116,4.148463100065437,2.058990988042344,2.364372813929415,3.6259632392120387,3.2025710167411376,2.9265913455160524
2009-10-02,1.0330616715261076,3.9839001019495788,2.035079150136587,2.34088194700094,3.502455452528892,3.086070919119526,2.8269056080265327
2009-10-09,1.0811416467620212,4.127546993263222,2.049704234395063,2.331335007454824,3.6085038351587277,3.1816922563792853,2.901065808299769
2009-10-16,1.097571474391382,4.064367487948461,2.0372059871294184,2.3177079032897336,3.5599101177443955,3.135851847703742,2.8685498601217927
2009-10-23,1.0894070128445053,4.086381543677598,2.033328183708489,2.3131930741478883,3.573976102015995,3.150733237373212,2.8778821564742327
2009-10-30,1.043846750252365,3.902310119827971,2.0064482110524215,2.286473203881693,3.4357157383237173,3.0187154585232214,2.7861217936110148
2009-11-06,1.0798313381723308,4.103722324885262,2.026286452601449,2.291411393586362,3.5843513814995758,3.1540923493165676,2.8711207908970975
2009-11-13,1.1049295284380887,4.285778920391128,2.065868140427729,2.335883279702915,3.7255533729114716,3.2858082991958444,2.949182928685493
2009-11-20,1.1030139998309278,4.194463896441484,2.0605807078944633,2.343283852992259,3.6601320893481075,3.223747531312107,2.9156341621535664
2009-11-27,1.104425938142826,4.221132007090384,2.081088379871865,2.369231696014266,3.686032093449349,3.2456382546466185,2.928747216056136
2009-12-04,1.1189403407631116,4.231345463940096,2.0658789688700034,2.3319959534998964,3.687773547656295,3.2472097521124024,2.9296217801776128
2009-12-11,1.1199480393440666,4.151619790336328,2.0290140328774093,2.3100647099474223,3.6190244343990026,3.1886990133333635,2.8886640182762964
2009-12-18,1.1168575012473207,4.135810649210817,2.0233217746280836,2.3104638414292866,3.6059684296415986,3.177695833122308,2.8809778441226723
2009-12-25,1.1398609382174167,4.325372214103267,2.078702648738654,2.28345386533672,3.7579195280447837,3.3067054233026214,2.970082131153053
2010-01-01,1.1293221121411985,4.3011546089314825,2.067867914360932,2.274310630810916,3.7371694788496037,3.2885768166550218,2.957035673142977
2010-01-08,1.1610409452786623,4.495510088400417,2.1298100643328306,2.29400624804086,3.8946464501890445,3.426209934739444,3.0675828842555384
2010-01-15,1.1516166274098987,4.38754328514444,2.1123933256778376,2.29178608641016,3.8134377083324575,3.3496272044637685,3.0121033014124423
2010-01-22,1.1067232256963033,4.219072856769529,2.068632391826565,2.2684482923295093,3.6804854857008413,3.2278112555824863,2.922835948910102
2010-01-29,1.0882800728667494,4.0577476156689976,2.045018303096203,2.2604989676875347,3.5594814101817964,3.11757851841447,2.8519516354919894
2010-02-05,1.0808817191646511,3.9665711011659877,2.038223277903357,2.264931596841251,3.493120381965109,3.060608501478889,2.8157015169602735
2010-02-12,1.0948665283701289,4.130536826275243,2.0635684131246568,2.2581360217067967,3.6173079097193406,3.1449191567925614,2.8838003111463166
2010-02-19,1.1262820263122562,4.257439321427888,2.073419659952821,2.252670916820796,3.709654639782643,3.210649915741359,2.9292440777837734
2010-02-26,1.1222281296152947,4.285627020757933,2.095040861730929,2.279739069735492,3.7370378392804957,3.2367674503486343,2.943613935849464
2010-03-05,1.1577982215938192,4.372694710150208,2.1120060478575176,2.279696284670631,3.803820956127506,3.2840870961750572,2.9786597308741376
2010-03-12,1.17006009103371,4.391973244670717,2.115532720493568,2.281613701291729,3.818506002286452,3.295369740988041,2.987209526519374
2010-03-19,1.1800676661257463,4.300386801595872,2.094775814079159,2.266268464022376,3.7473036657116046,3.239220898892769,2.9435820468409837
2010-03-26,1.1862753670272983,4.537082696041461,2.1587912823204625,2.296426583416181,3.9351959843692,3.3814059731040924,3.071403677164258
2010-04-02,1.1986895256533725,4.579863168427609,2.171821104282609,2.3039972126836665,3.969628392930644,3.40765649729237,3.0942372367223765
2010-04-09,1.216496689833961,4.8310070999804315,2.254227650312665,2.350091040819846,4.173887132145153,3.5624708104616736,3.250999993393713
2010-04-16,1.214563342356036,4.975884714349848,2.3125004378300904,2.390142642771959,4.295600750273446,3.6571512130772734,3.3338407261139045
2010-04-23,1.2394938073208213,5.04166046645215,2.3287865782346877,2.385070106010408,4.347073555452424,3.6900817486419824,3.3685322037560033
2010-04-30,1.2089666629647617,4.828546166971904,2.2567785336021338,2.367810035724226,4.173179372793733,3.5684580267289365,3.2501832472401064
2010-05-07,1.1321408088607028,4.440354578003989,2.2146663685977925,2.383478786333883,3.889157952953872,3.3724517018800264,3.1045881332939924
2010-05-14,1.1589028879831191,4.678120657774046,2.2377941221403157,2.3967089926726666,4.063856257815739,3.4796670406129726,3.1723355171257737
2010-05-21,1.1102629650932465,4.503132086190427,2.2515468627593935,2.4229350822030953,3.947212880916007,3.413708738337884,3.129194215559618
2010-05-28,1.1129091709998291,4.48946059642413,2.2596219522559653,2.42458594525195,3.9404530207398856,3.409512923732143,3.126564659239484
2010-06-04,1.0869613728321064,4.511196401196462,2.2623279221525627,2.4339724806713976,3.9566567162619215,3.4242847998414816,3.1328370341182614
2010-06-11,1.1160631111251085,4.515466384015047,2.2749561262044957,2.4389714882901163,3.9640670356525805,3.4294369230884523,3.1359930330909274
2010-06-18,1.1423326849474469,4.532185997694276,2.3016411157900265,2.4529834037460403,3.9851039255973073,3.4434433258539325,3.1458494020598176
2010-06-25,1.1028677193337233,4.355985487588514,2.2818822811207955,2.464924685164611,3.8542967745490304,3.3429177964020202,3.083380088062324
2010-07-02,1.044897442038943,4.374905838167259,2.2514015219291434,2.46701868730709,3.8573819395758338,3.351498046920101,3.0848862617355577
2010-07-09,1.1037877739340587,4.376815312623851,2.2639717518781963,2.470962990274121,3.8630330213960464,3.354770029932626,3.08844290522476
2010-07-16,1.0904968647075302,4.421480730275693,2.28705877764101,2.499033105898656,3.9024495458811628,3.390357389196056,3.11976110874992
2010-07-23,1.1288372730994725,4.421255177703743,2.290284398911913,2.4972758101448043,3.9033901605156816,3.3890261085886126,3.120513070542274
2010-07-30,1.1274052367589213,4.454449134158282,2.304399501928959,2.5153580248127216,3.931645411010251,3.4137540533114397,3.1431013527415868
2010-08-06,1.1490805462685627,4.498203665905539,2.3462215472953583,2.546880143525291,3.9768065158628794,3.4506380187657637,3.1792047941547144
2010-08-13,1.1073662590151057,4.461195334545999,2.3575997531105934,2.5729418011231395,3.9544804337965154,3.443081213404964,3.161356506374821
2010-08-20,1.0993916927595713,4.467398236187544,2.3554503188916263,2.5746327751552767,3.9581566022071537,3.4462979935651568,3.164295370055667
2010-08-27,1.092541683725818,4.455208111650477,2.3446667905046397,2.5662389368270153,3.945890794646982,3.43606271724969,3.1544896342111066
2010-09-03,1.133744196435231,4.451678629319568,2.3659726882315533,2.567966385303536,3.950555001872997,3.435557168735378,3.1582183723115724
2010-09-10,1.1397767129736298,4.431405801400418,2.369508721841213,2.560188710650713,3.9373394367019205,3.4209595682584597,3.1476533654444396
2010-09-17,1.1562601008133693,4.4528996065561435,2.381345272808978,2.5730973713563063,3.956550965990503,3.437691880458579,3.1630117656516608
2010-09-24,1.1802098026995176,4.822579863085751,2.4841914553505906,2.6749773387906868,4.253481495704134,3.6742390242654897,3.4003889072930726
2010-10-01,1.1780511293848925,4.721615160395256,2.460825506681608,2.6652249956810445,4.174231846806764,3.6160733227797395,3.350763704535545
2010-10-08,1.1978893340383527,4.744455574095823,2.478053442774276,2.688947783737302,4.196229060599658,3.638372907047278,3.3635197766193
2010-10-15,1.2098122305413788,4.875061359887364,2.516878021672603,2.6675460793930093,4.301781393898179,3.713087086527875,3.425893253719498
